tag,build_status,run_status,libpopcnt,cpu_tile,k_block,rows,cols,unroll,buffer_size,best_ns,avg_ns,gqps,checksum,perf_cycles,perf_instructions,perf_branches,perf_branch_misses,perf_cache_references,perf_cache_misses,perf_buffers_pending_cycles,perf_buffers_pending_instructions,perf_buffers_pending_l1d_pend_miss_fb_full,perf_buffers_pending_l1d_pend_miss_pending,perf_buffers_pending_l1d_pend_miss_pending_cycles,perf_cache_l1_cycles,perf_cache_l1_instructions,perf_cache_l1_mem_load_retired_l1_hit,perf_cache_l1_mem_load_retired_l1_miss,perf_cache_l2_cycles,perf_cache_l2_instructions,perf_cache_l2_mem_load_retired_l2_hit,perf_cache_l2_mem_load_retired_l2_miss,perf_cache_stalls_cycle_activity_stalls_l1d_miss,perf_cache_stalls_cycle_activity_stalls_l2_miss,perf_cache_stalls_cycle_activity_stalls_l3_miss,perf_cache_stalls_cycles,perf_cache_stalls_instructions,perf_execution_ports_cycles,perf_execution_ports_exe_activity_1_ports_util,perf_execution_ports_exe_activity_2_ports_util,perf_execution_ports_exe_activity_3_ports_util,perf_execution_ports_exe_activity_4_ports_util,perf_execution_ports_instructions,perf_frequency_cycles,perf_frequency_instructions,perf_frequency_msr_aperf_,perf_frequency_msr_mperf_,perf_summary_branch_misses,perf_summary_branches,perf_summary_cache_misses,perf_summary_cache_references,perf_summary_cycles,perf_summary_instructions,profile_buffers_pending,profile_buffers_store,profile_cache_l1,profile_cache_l2,profile_cache_l3_dram,profile_cache_stalls,profile_execution_ports,profile_execution_uops,profile_frequency,profile_frontend,profile_summary
021-lib0-t4-k512-r2c4-u4-b-,ok,ok,0,4,512,2,4,4,-,8674037,8686691,117.881,32768000000,1890753169,3659108183,62439300,66194,197938710,1799910,1903802508,3660368685,258796043,7112807024,1074359171,1876306477,3658312424,461868471,236065274,1900033299,3659674486,225130994,11791222,354092350,212971753,12746623,1900063888,3659590854,1906480644,244072219,771958248,84510312,262701336,3661271797,1898100259,3657772536,1898338829,1103006808,66194,62439300,1799910,197938710,1890753169,3659108183,ok,failed,ok,ok,failed,ok,ok,failed,ok,failed,ok
022-lib0-t4-k512-r4c2-u1-b-,ok,ok,0,4,512,4,2,1,-,7592094,7606407,134.623,32768000000,1684707094,4298983722,133190918,1571255,199397255,1904740,1748817503,4300693301,10672613,3076504204,1210186255,1679234524,4299066007,454891480,82466579,1709717915,4299596769,76248595,7087321,187099580,107123470,10680968,1705937487,4296668238,1690490123,139971680,593879775,134010311,380779435,4299451819,1713129696,4298766049,1713361742,995359583,1571255,133190918,1904740,199397255,1684707094,4298983722,ok,failed,ok,ok,failed,ok,ok,failed,ok,failed,ok
023-lib0-t4-k512-r4c2-u2-b-,ok,ok,0,4,512,4,2,2,-,7516376,7526206,136.058,32768000000,1669789901,3865019365,84613050,80229,199144442,1716034,1692581336,3864985091,13652599,2231559061,805446149,1681597370,3866486345,600107445,59910910,1692617131,3867602819,55177409,7883117,214696194,120919978,12525247,1693019459,3867018349,1699319178,121353811,724836039,128371884,267037823,3868276997,1687174575,3867440008,1687415006,980476350,80229,84613050,1716034,199144442,1669789901,3865019365,ok,failed,ok,ok,failed,ok,ok,failed,ok,failed,ok
024-lib0-t4-k512-r4c2-u4-b-,ok,ok,0,4,512,4,2,4,-,7400530,7457368,137.314,32768000000,1650363648,3644294068,60232844,69498,198602440,1732825,1690702584,3644083821,27812669,3424949657,912740230,1661329868,3643005554,507198057,187621159,1656460437,3642021769,175489512,11929830,211732056,163986582,13379363,1670376850,3641747205,1682813403,114585176,817167682,77827093,267868605,3643788979,1674591817,3640726271,1674831866,973032733,69498,60232844,1732825,198602440,1650363648,3644294068,ok,failed,ok,ok,failed,ok,ok,failed,ok,failed,ok
025-lib0-t4-k768-r1c1-u1-b-,ok,ok,0,4,768,1,1,1,-,10437769,10442360,98.062,32768000000,2297296098,4206276138,166984338,73176,199072579,1815827,2308207704,4208764978,361911019,9611556455,1580074820,2296339694,4205318425,1265475770,365092814,2297746228,4207916415,298558539,66608795,480527822,434202816,18859919,2301970152,4208429355,2304058478,346017111,357102599,351040270,494390529,4207432954,2307324518,4210239173,2307567462,1340923216,73176,166984338,1815827,199072579,2297296098,4206276138,ok,failed,ok,ok,failed,ok,ok,failed,ok,failed,ok
026-lib0-t4-k768-r1c1-u2-b-,ok,ok,0,4,768,1,1,2,-,10445003,10451556,97.976,32768000000,2297290946,4206806459,167190264,68743,199031751,1952449,2302691175,4207889916,359461876,9565362611,1577423506,2298859367,4207810362,1267099695,364204768,2296136392,4206003258,297473698,66385986,480444418,434817448,19259114,2301468204,4208498636,2295129326,344945820,355925234,351064645,494808018,4207553162,2302621119,4208500959,2302837201,1338119975,68743,167190264,1952449,199031751,2297290946,4206806459,ok,failed,ok,ok,failed,ok,ok,failed,ok,failed,ok
027-lib0-t4-k768-r1c1-u4-b-,ok,ok,0,4,768,1,1,4,-,10434789,10454015,97.953,32768000000,2285147260,4202531093,165936115,71884,198886919,1422042,2293782359,4205394677,359122284,9565490054,1574520925,2297190526,4207992776,1266405755,365049747,2295929362,4208417481,298393537,66591429,480604070,433983094,20705208,2300252924,4207474217,2298847523,344934198,356636722,351118022,494701354,4207319901,2288003237,4205930773,2288208950,1329647175,71884,165936115,1422042,198886919,2285147260,4202531093,ok,failed,ok,ok,failed,ok,ok,failed,ok,failed,ok
028-lib0-t4-k768-r2c2-u1-b-,ok,ok,0,4,768,2,2,1,-,8798552,8822062,116.073,32768000000,1939997012,4390947200,143771716,1081692,197474044,1657488,1954024757,4393422574,137594001,7210810634,1397960066,1950164761,4393293608,547917943,291446319,1948150592,4392922867,266432678,25706667,326139644,290316011,14228001,1943779051,4392275034,1952450807,226315887,552534292,215014067,377023518,4394359515,1954678177,4394489801,1954923765,1135999550,1081692,143771716,1657488,197474044,1939997012,4390947200,ok,failed,ok,ok,failed,ok,ok,failed,ok,failed,ok
029-lib0-t4-k768-r2c2-u2-b-,ok,ok,0,4,768,2,2,2,-,8786262,8810251,116.228,32768000000,1936731104,4362355034,140655064,1607736,197464731,1535339,1959014130,4365140751,137454149,7219395721,1403841714,1924885479,4357187560,531943619,290403007,1917692182,4354935870,265867043,24420274,330971449,295903788,16637365,1947826370,4365574549,1948270787,229563500,565083024,214527014,339943968,4365165470,1965371173,4367233973,1965587844,1141961758,1607736,140655064,1535339,197464731,1936731104,4362355034,ok,failed,ok,ok,failed,ok,ok,failed,ok,failed,ok
030-lib0-t4-k768-r2c2-u4-b-,ok,ok,0,4,768,2,2,4,-,8665284,8683535,117.924,32768000000,1914164419,4011270703,92524097,78942,197413977,1579959,1938407801,4016134988,160696517,6736304761,1241127366,1937020770,4015363696,591389552,268531405,1933339508,4016016651,241770684,27129020,345976036,302539158,17899652,1938155539,4015895454,1934166825,230391048,683181137,115087497,343266603,4015047013,1943346996,4016972191,1943556017,1129424441,78942,92524097,1579959,197413977,1914164419,4011270703,ok,failed,ok,ok,failed,ok,ok,failed,ok,failed,ok
031-lib0-t4-k768-r2c4-u1-b-,ok,ok,0,4,768,2,4,1,-,8428818,8451354,121.164,32768000000,1865347484,4326684596,134880328,1566818,198003500,1401175,1893960231,4332543119,143880368,7123463596,1325140533,1854076427,4326215234,365972930,206754721,1888147105,4331278926,196752867,12259199,280060851,189548172,11358503,1885153958,4330332159,1900756766,241879792,596449795,152277609,359671948,4331930735,1918479408,4334164757,1918659689,1114981133,1566818,134880328,1401175,198003500,1865347484,4326684596,ok,failed,ok,ok,failed,ok,ok,failed,ok,failed,ok
032-lib0-t4-k768-r2c4-u2-b-,ok,ok,0,4,768,2,4,2,-,8362326,8382887,122.154,32768000000,1859537620,3904095309,88010783,71623,198146355,1674003,1893537527,3906073940,218675591,7000130363,1127515494,1896564408,3905766649,446921989,222843898,1880240068,3904834758,211312787,12814575,310085799,209321151,12853800,1875864165,3903964439,1865370854,222380716,729418638,119250791,263937698,3904010738,1893702009,3908156874,1893887611,1100661308,71623,88010783,1674003,198146355,1859537620,3904095309,ok,failed,ok,ok,failed,ok,ok,failed,ok,failed,ok
033-lib0-t4-k768-r2c4-u4-b-,ok,ok,0,4,768,2,4,4,-,8501414,8541542,119.885,32768000000,1884697146,3671538074,64957988,69175,199091048,1834617,1876269285,3669898425,229960807,6819075630,1083258520,1864734571,3668431604,440919622,259092252,1867148736,3667933278,245924022,13151151,335965321,226084860,14463166,1888773674,3669720998,1862799986,229931227,775158043,84323979,263327722,3667464831,1873242959,3668342627,1873455070,1088513833,69175,64957988,1834617,199091048,1884697146,3671538074,ok,failed,ok,ok,failed,ok,ok,failed,ok,failed,ok
034-lib0-t4-k768-r4c2-u1-b-,ok,ok,0,4,768,4,2,1,-,7771278,7792729,131.405,32768000000,1722217727,4299847228,132239320,1569118,200249846,1810667,1743755930,4301946143,8766334,3050298606,1210983750,1732880071,4299216149,458304896,81431172,1727863606,4301025566,71380216,7623593,210244520,124279238,12995770,1742966024,4301047425,1741672463,158390942,596860589,137580015,372311692,4302411191,1728856070,4299746464,1729081205,1004579416,1569118,132239320,1810667,200249846,1722217727,4299847228,ok,failed,ok,ok,failed,ok,ok,failed,ok,failed,ok
035-lib0-t4-k768-r4c2-u2-b-,ok,ok,0,4,768,4,2,2,-,7682323,7717189,132.691,32768000000,1716217340,3868174342,84388226,82694,199548874,1817324,1716154889,3868898557,10075005,2311842830,831011125,1716878483,3868699005,602494176,56238720,1716233610,3868418199,49230503,8501826,230756385,130251543,12703203,1714117795,3868742698,1716817584,131783019,725025940,134816928,256581690,3869290320,1716918752,3870999781,1717159725,997679008,82694,84388226,1817324,199548874,1716217340,3868174342,ok,failed,ok,ok,failed,ok,ok,failed,ok,failed,ok
036-lib0-t4-k768-r4c2-u4-b-,ok,ok,0,4,768,4,2,4,-,7639958,7651289,133.834,32768000000,1672452114,3641699268,58675043,66309,198719979,1646262,1703062968,3644533164,20401162,3512989882,931235458,1666072242,3646570437,507351079,183653472,1670031214,3644493604,169483321,13370072,239742443,197030856,15442862,1704762657,3644500295,1689356191,115608192,813354033,82247310,263742397,3646066526,1687730965,3642683599,1687943981,980450608,66309,58675043,1646262,198719979,1672452114,3641699268,ok,failed,ok,ok,failed,ok,ok,failed,ok,failed,ok
037-lib0-t4-k1024-r1c1-u1-b-,ok,ok,0,4,1024,1,1,1,-,10538668,10581287,96.775,32768000000,2320842794,3946648185,144390040,859976,199707217,2080153,2315963765,3945707956,398323006,10973848492,1841145787,2323306905,3947238266,1086064253,452978435,2319020126,3946065260,373563316,79410282,505337921,447661072,15752124,2315991455,3945959709,2311704150,396335714,374197962,329300883,494051029,3943993403,2320646901,3947342248,2320875247,1348631808,859976,144390040,2080153,199707217,2320842794,3946648185,ok,failed,ok,ok,failed,ok,ok,failed,ok,failed,ok
038-lib0-t4-k1024-r1c1-u2-b-,ok,ok,0,4,1024,1,1,2,-,10563208,10576702,96.817,32768000000,2316358319,3944916633,143997715,937155,199471902,1904740,2321912234,3947456231,401377706,11026864428,1846985881,2322144697,3946215594,1085374240,453359924,2320459398,3946400365,373621168,79329437,511878545,453866324,24776712,2327766845,3948124938,2317431422,396804085,374494787,329404495,494263660,3946269619,2314472566,3945904389,2314682185,1345038891,937155,143997715,1904740,199471902,2316358319,3944916633,ok,failed,ok,ok,failed,ok,ok,failed,ok,failed,ok
039-lib0-t4-k1024-r1c1-u4-b-,ok,ok,0,4,1024,1,1,4,-,10525614,10576372,96.820,32768000000,2317554688,3944983655,144025498,971473,199438547,1643783,2319812842,3945851306,402675792,11035325416,1846175520,2310954210,3944436665,1084236730,453958152,2319603712,3946596854,373954988,79670896,505569554,447813559,20654496,2317756242,3946472326,2321393855,398006831,375211718,329076196,494008871,3945556772,2320838394,3947682467,2321046819,1348632941,971473,144025498,1643783,199438547,2317554688,3944983655,ok,failed,ok,ok,failed,ok,ok,failed,ok,failed,ok
040-lib0-t4-k1024-r2c2-u1-b-,ok,ok,0,4,1024,2,2,1,-,8644368,8659276,118.255,32768000000,1912159632,4141217852,130628228,1566160,197616619,1654826,1914936737,4143353006,142692403,8110919616,1556034032,1925810438,4146292387,416248184,339089540,1901023276,4140827048,314005242,25416402,362845120,321581442,18364872,1919856931,4144758221,1914323700,247750780,536512864,225926409,327343787,4141624885,1922425611,4145643420,1922640508,1117132008,1566160,130628228,1654826,197616619,1912159632,4141217852,ok,failed,ok,ok,failed,ok,ok,failed,ok,failed,ok
041-lib0-t4-k1024-r2c2-u2-b-,ok,ok,0,4,1024,2,2,2,-,8639139,8670519,118.101,32768000000,1917174859,4125922559,129747316,1567113,197632303,1701707,1925936891,4128350418,143638593,8123440066,1555953880,1923873559,4128331154,408792639,340988336,1922743479,4127042247,313199005,26752093,367163986,326333167,18185092,1919244573,4126305311,1916110561,250403398,548573218,214118196,307077822,4126750406,1926042486,4128231341,1926256214,1119194941,1567113,129747316,1701707,197632303,1917174859,4125922559,ok,failed,ok,ok,failed,ok,ok,failed,ok,failed,ok
042-lib0-t4-k1024-r2c2-u4-b-,ok,ok,0,4,1024,2,2,4,-,8465208,8528616,120.066,32768000000,1879250416,3783195228,81457359,72561,197585367,1582137,1881814168,3785599594,148382518,7260882189,1407689742,1895645552,3785038046,461865876,323050243,1893797221,3783618885,297651443,27009427,359109914,312353557,12041456,1886601628,3785611299,1894062268,250604894,668084118,105145355,333673409,3784335920,1903323671,3787338711,1903552431,1105913883,72561,81457359,1582137,197585367,1879250416,3783195228,ok,failed,ok,ok,failed,ok,ok,failed,ok,failed,ok
043-lib0-t4-k1024-r2c4-u1-b-,ok,ok,0,4,1024,2,4,1,-,8452039,8461979,121.012,32768000000,1871153711,4112283492,128522905,818218,198005146,1450868,1888887828,4113616439,174759315,8099449360,1458112477,1877242132,4113892880,276523888,224592196,1869423669,4110820469,211125242,13327320,324337964,224956845,9870917,1883492656,4114734576,1888758580,249437296,588622348,144405661,351173271,4113400641,1902117761,4113434703,1902273533,1105481575,818218,128522905,1450868,198005146,1871153711,4112283492,ok,failed,ok,ok,failed,ok,ok,failed,ok,failed,ok
044-lib0-t4-k1024-r2c4-u2-b-,ok,ok,0,4,1024,2,4,2,-,8414149,8425911,121.530,32768000000,1851541893,3681028876,80619754,130773,198124907,1500675,1879926844,3681043267,258777126,7933529762,1262159213,1870853580,3680776383,359688192,249714035,1870359559,3681478813,236316651,13614026,357919248,241049773,11122213,1871086147,3680225676,1881458629,239007462,710021216,118846011,253825794,3681683258,1880812604,3682743050,1880965396,1092880883,130773,80619754,1500675,198124907,1851541893,3681028876,ok,failed,ok,ok,failed,ok,ok,failed,ok,failed,ok
045-lib0-t4-k1024-r2c4-u4-b-,ok,ok,0,4,1024,2,4,4,-,8454915,8471161,120.881,32768000000,1873480944,3458268229,56878261,192041,198274092,2097772,1862184704,3454824878,266085603,7815304925,1256240069,1848394716,3454293278,342906588,300839775,1867467923,3456600794,286042034,14544878,370066134,249422731,9995623,1859383795,3455414982,1889224841,247878090,750402424,77700100,259929876,3460465313,1880274117,3457887088,1880486256,1092502150,192041,56878261,2097772,198274092,1873480944,3458268229,ok,failed,ok,ok,failed,ok,ok,failed,ok,failed,ok
046-lib0-t4-k1024-r4c2-u1-b-,ok,ok,0,4,1024,4,2,1,-,7413976,7424472,137.922,32768000000,1630142402,4097694465,126900944,821109,200163577,1877618,1662217544,4098896770,8439577,2892371177,1209793812,1659660086,4099895434,406922758,73859446,1657904305,4098970185,67279099,6579930,193082404,105977430,12980144,1660575283,4098171748,1652605794,149441455,582443977,124508536,372468255,4097353862,1658538806,4098383516,1658745526,963554708,821109,126900944,1877618,200163577,1630142402,4097694465,ok,failed,ok,ok,failed,ok,ok,failed,ok,failed,ok
047-lib0-t4-k1024-r4c2-u2-b-,ok,ok,0,4,1024,4,2,2,-,7194976,7201740,142.188,32768000000,1612010228,3663962771,78518211,86661,199309044,1642139,1650841279,3669019742,10390483,2176370039,828292915,1653297412,3667503838,561467637,46541591,1632787475,3665315935,43873206,7050431,204165934,107440365,11943500,1624765091,3666613782,1642272471,124812829,709702072,121291647,262566833,3666853890,1638338446,3667678103,1638542485,951860883,86661,78518211,1642139,199309044,1612010228,3663962771,ok,failed,ok,ok,failed,ok,ok,failed,ok,failed,ok
048-lib0-t4-k1024-r4c2-u4-b-,ok,ok,0,4,1024,4,2,4,-,7165293,7181448,142.590,32768000000,1580126481,3443162724,53545253,65090,199112803,1747444,1625172981,3446866972,15370088,3155290141,934273671,1619505827,3443823228,471665856,168383320,1626550000,3445501465,157281098,12281219,209660439,165618636,15161915,1610621537,3443537576,1628980439,111419017,800422683,72474592,263485039,3445919171,1630805287,3444743164,1631034993,947520150,65090,53545253,1747444,199112803,1580126481,3443162724,ok,failed,ok,ok,failed,ok,ok,failed,ok,failed,ok
049-lib0-t8-k256-r1c1-u1-b-,ok,ok,0,8,256,1,1,1,-,8292426,8303252,123.325,32768000000,1832931012,4510213529,199420695,571221,102308931,1693494,1842581321,4511828017,107963550,3661757099,858935474,1845005730,4512691467,1558384644,190168238,1841683877,4512888689,174190741,17233395,170742659,134868748,23607244,1848372868,4512658061,1840450864,138428111,248773975,357035899,589232643,4511797314,1843240149,4513848100,1843006844,1064079408,571221,199420695,1693494,102308931,1832931012,4510213529,ok,failed,ok,ok,failed,ok,ok,failed,ok,failed,ok
050-lib0-t8-k256-r1c1-u2-b-,ok,ok,0,8,256,1,1,2,-,8257521,8266258,123.877,32768000000,1829826972,4509878151,199376637,573888,102645922,1702237,1839143977,4512512855,107322452,3636683363,858756626,1839718840,4511569465,1558667126,188827965,1843121082,4511141644,173645098,17016044,163483866,129053942,20000055,1834059515,4510390490,1837554022,138681474,252553973,359492859,586612819,4509737125,1842310272,4511376426,1842562203,1070449275,573888,199376637,1702237,102645922,1829826972,4509878151,ok,failed,ok,ok,failed,ok,ok,failed,ok,failed,ok
051-lib0-t8-k256-r1c1-u4-b-,ok,ok,0,8,256,1,1,4,-,8323562,8366570,122.392,32768000000,1841110537,4511101903,199697551,569314,103375427,1783206,1835619711,4510557092,105746827,3615401012,855325291,1836296745,4510133306,1556486030,191628290,1833132346,4509465246,174947928,17025492,165648005,130193909,20263930,1843223808,4510935369,1845957098,139153861,251902235,360121411,587571864,4513261272,1846417349,4513140466,1846577697,1073206983,569314,199697551,1783206,103375427,1841110537,4511101903,ok,failed,ok,ok,failed,ok,ok,failed,ok,failed,ok
052-lib0-t8-k256-r2c2-u1-b-,ok,ok,0,8,256,2,2,1,-,7750044,7767832,131.826,32768000000,1717706616,4619142190,151961048,1693323,103166135,1744377,1711492816,4617319140,46911706,3465099060,912135737,1708441022,4618622038,712270681,179247394,1726329259,4620544069,171071910,9191545,129656502,108663369,16038679,1715049569,4621078299,1712305419,100837635,563038930,215179484,438757882,4617509623,1734243694,4620807725,1734489057,1007692941,1693323,151961048,1744377,103166135,1717706616,4619142190,ok,failed,ok,ok,failed,ok,ok,failed,ok,failed,ok
053-lib0-t8-k256-r2c2-u2-b-,ok,ok,0,8,256,2,2,2,-,7747888,7756352,132.021,32768000000,1720069954,4583512301,145802671,2157165,102804015,1681835,1723238968,4584251994,48440566,3511221766,910956715,1712296802,4582661988,704787912,183271237,1716540532,4583468986,174754483,8737613,136593115,114368333,19372159,1730189675,4586936507,1729155398,108663362,574513424,223066523,401703731,4584656986,1727669064,4584720280,1727870425,1003815375,2157165,145802671,1681835,102804015,1720069954,4583512301,ok,failed,ok,ok,failed,ok,ok,failed,ok,failed,ok
054-lib0-t8-k256-r2c2-u4-b-,ok,ok,0,8,256,2,2,4,-,7606054,7617952,134.419,32768000000,1683755970,4232985667,97611998,162788,102598059,1775209,1682426686,4233340084,49134512,2833922241,722483705,1688102629,4235452574,756813886,159738619,1691883601,4233601528,150259406,9507913,128546816,106902651,19055192,1686399639,4233433112,1673433982,96392995,708903294,138535940,385065015,4233180732,1688613753,4233126244,1688839678,981104966,162788,97611998,1775209,102598059,1683755970,4232985667,ok,failed,ok,ok,failed,ok,ok,failed,ok,failed,ok
055-lib0-t8-k256-r2c4-u1-b-,ok,ok,0,8,256,2,4,1,-,7731180,7777284,131.665,32768000000,1717583973,4512720454,136943012,3167374,103186373,1689627,1719471415,4513000232,48889829,3316054171,862118473,1726808538,4511137136,518137602,105675855,1719582150,4514554904,100938871,5104429,132761332,84748182,14110054,1721256418,4513558438,1721672406,148680152,593772090,159703109,399586379,4513976543,1724236830,4511959987,1724469609,1001760525,3167374,136943012,1689627,103186373,1717583973,4512720454,ok,failed,ok,ok,failed,ok,ok,failed,ok,failed,ok
056-lib0-t8-k256-r2c4-u2-b-,ok,ok,0,8,256,2,4,2,-,7691829,7708092,132.847,32768000000,1700065708,4080758753,88870240,169479,103394963,1870922,1695973483,4081177290,73251250,2912608414,633571200,1703525455,4081232137,601309630,115226069,1694804103,4080934620,109461935,5476347,139039543,90303807,13190612,1703956212,4081060185,1693118197,129306108,757496853,136025433,289028464,4081199702,1690811020,4080645286,1691042872,982591850,169479,88870240,1870922,103394963,1700065708,4080758753,ok,failed,ok,ok,failed,ok,ok,failed,ok,failed,ok
057-lib0-t8-k256-r2c4-u4-b-,ok,ok,0,8,256,2,4,4,-,7554137,7593747,134.848,32768000000,1677220809,3845623128,64572205,178650,102830587,1727545,1690331362,3848268052,80889061,2992521799,633261616,1692946814,3847507776,579756867,149198785,1677622777,3847413186,143329666,5689821,131836702,87877527,15006273,1686647687,3847610962,1681813688,132188550,828364976,97025439,291958945,3846651175,1689519050,3847553029,1689716975,981751033,178650,64572205,1727545,102830587,1677220809,3845623128,ok,failed,ok,ok,failed,ok,ok,failed,ok,failed,ok
058-lib0-t8-k256-r4c2-u1-b-,ok,ok,0,8,256,4,2,1,-,7528158,7670381,133.501,32768000000,1682043380,4469658070,132997479,3171881,102966603,1838963,1708174830,4468408201,11683574,2500980031,941569382,1720949976,4470933110,493637707,120266339,1711234711,4472175524,117655635,3987090,135559592,87492113,30059560,1714248940,4469627213,1705036873,136726775,611193006,162679963,390895233,4469204768,1717023065,4471682676,1716932837,1001768391,3171881,132997479,1838963,102966603,1682043380,4469658070,ok,failed,ok,ok,failed,ok,ok,failed,ok,failed,ok
059-lib0-t8-k256-r4c2-u2-b-,ok,ok,0,8,256,4,2,2,-,8238412,8265462,123.889,32768000000,1595253237,4033119067,83735347,257713,103190919,1708626,1640436889,4041163643,16592735,1818253788,563550190,1638777875,4026768419,597741976,106395749,1689474312,4032164041,102293203,4395091,121513412,74934027,25366094,1687115563,4042776988,1634973724,99657168,760467920,144550019,283705250,4039233584,1635254088,4039536184,1635477443,950244250,257713,83735347,1708626,103190919,1595253237,4033119067,ok,failed,ok,ok,failed,ok,ok,failed,ok,failed,ok
060-lib0-t8-k256-r4c2-u4-b-,ok,ok,0,8,256,4,2,4,-,7275777,7299364,140.286,32768000000,1619396909,3821978086,61439573,182679,103752863,1652120,1639827389,3824136391,22775436,2234743660,608830092,1657830585,3823533671,563877411,165146817,1636992256,3824559088,160249139,5900641,112588658,88250975,28041634,1646572735,3826006192,1644977142,100986667,845759881,95523318,286606061,3824872961,1663085094,3827248464,1663316235,966304641,182679,61439573,1652120,103752863,1619396909,3821978086,ok,failed,ok,ok,failed,ok,ok,failed,ok,failed,ok
061-lib0-t8-k512-r1c1-u1-b-,ok,ok,0,8,512,1,1,1,-,8404286,8427954,121.500,32768000000,1871016122,4097125241,160667536,392119,102817486,1816111,1870830480,4098868743,162604676,5084612558,1002822025,1868819380,4098581682,1369239346,258683364,1876228468,4099853733,226393455,35480514,198936252,176643096,22227641,1871857079,4097874416,1870909196,175849198,336644031,357538221,535983801,4098096207,1868657452,4096934079,1868889917,1085779800,392119,160667536,1816111,102817486,1871016122,4097125241,ok,failed,ok,ok,failed,ok,ok,failed,ok,failed,ok
062-lib0-t8-k512-r1c1-u2-b-,ok,ok,0,8,512,1,1,2,-,8405548,8431081,121.455,32768000000,1872881966,4099647953,161364815,398938,102923726,1797820,1875433403,4098106440,162400141,5088815681,1003007656,1872676067,4098441491,1367752116,260464184,1874040935,4098253585,226387337,35430047,194099081,172028754,18718144,1864209884,4096951114,1869569316,175288704,335768836,357550230,536162268,4098899111,1868465604,4096563253,1868691766,1085712883,398938,161364815,1797820,102923726,1872881966,4099647953,ok,failed,ok,ok,failed,ok,ok,failed,ok,failed,ok
063-lib0-t8-k512-r1c1-u4-b-,ok,ok,0,8,512,1,1,4,-,8442975,8465791,120.957,32768000000,1858498250,4096234116,160418160,398283,102294389,1611527,1866414251,4096851455,161791944,5071658170,1004152855,1868233474,4097380602,1366689669,262368526,1861312642,4096679782,224675283,35406083,198750193,176014551,23332455,1869438802,4096983477,1865482444,174213645,335479259,357600858,536114961,4097928990,1873305879,4099068073,1873504195,1088562158,398283,160418160,1611527,102294389,1858498250,4096234116,ok,failed,ok,ok,failed,ok,ok,failed,ok,failed,ok
064-lib0-t8-k512-r2c2-u1-b-,ok,ok,0,8,512,2,2,1,-,7265365,7284337,140.576,32768000000,1624742367,4252108320,137004766,3187673,102831533,1816715,1629580391,4250172814,47244982,3710470287,940750028,1620039925,4248851161,610209859,184892305,1618950172,4249605523,174422212,9972484,139492588,118541980,21318022,1625989934,4251209143,1621846889,105182207,532752058,212848121,389025791,4250532852,1626124813,4251894251,1626324382,944825800,3187673,137004766,1816715,102831533,1624742367,4252108320,ok,failed,ok,ok,failed,ok,ok,failed,ok,failed,ok
065-lib0-t8-k512-r2c2-u2-b-,ok,ok,0,8,512,2,2,2,-,7277130,7288829,140.489,32768000000,1617162971,4232242058,134180359,3171513,102150429,1584103,1628345892,4229196459,46605422,3658275924,923456987,1626154517,4231366095,605297429,185458969,1619637912,4227096672,175193792,9868875,132544553,110968356,14707259,1624371919,4232243128,1627453602,111037087,550610849,205443293,362987493,4228965176,1625372866,4230055009,1625563484,944171108,3171513,134180359,1584103,102150429,1617162971,4232242058,ok,failed,ok,ok,failed,ok,ok,failed,ok,failed,ok
066-lib0-t8-k512-r2c2-u4-b-,ok,ok,0,8,512,2,2,4,-,7126814,7161216,142.992,32768000000,1601592127,3881935285,84214173,523534,102814940,1763449,1601300337,3883885767,54923868,3151193326,754910542,1603892504,3885676752,670462546,167433849,1604164830,3883504690,157432590,10840849,139777716,115424615,18627059,1603073302,3883831232,1601422452,105285968,691246116,95639024,378121336,3882803430,1605688292,3884757630,1605932252,933164475,523534,84214173,1763449,102814940,1601592127,3881935285,ok,failed,ok,ok,failed,ok,ok,failed,ok,failed,ok
067-lib0-t8-k512-r2c4-u1-b-,ok,ok,0,8,512,2,4,1,-,7284710,7324467,139.805,32768000000,1628425604,4195296557,129360553,1572837,102746541,1773408,1633383387,4195711122,52991830,3598565680,877234976,1627681199,4195119997,440437949,104960369,1636676860,4196039014,100560554,4990186,145548301,91651241,12509040,1633454172,4194677023,1633398536,130191814,582481532,130502696,394528611,4194351424,1637379970,4195485251,1637611954,951459341,1572837,129360553,1773408,102746541,1628425604,4195296557,ok,failed,ok,ok,failed,ok,ok,failed,ok,failed,ok
068-lib0-t8-k512-r2c4-u2-b-,ok,ok,0,8,512,2,4,2,-,7172452,7196217,142.297,32768000000,1588982727,3761150411,80730406,371276,102194955,1475599,1603218110,3762523664,73571243,3076563155,639382335,1599158731,3762188515,526354172,116566916,1600152015,3760389016,113096437,5540406,134859196,89403351,9738625,1594647260,3761133970,1603613304,112230755,735731655,117262523,281445043,3764304223,1604444005,3763139229,1604670284,932120991,371276,80730406,1475599,102194955,1588982727,3761150411,ok,failed,ok,ok,failed,ok,ok,failed,ok,failed,ok
