tag,build_status,run_status,libpopcnt,cpu_tile,k_block,rows,cols,unroll,buffer_size,best_ns,avg_ns,gqps,checksum,perf_cycles,perf_instructions,perf_branches,perf_branch_misses,perf_cache_references,perf_cache_misses,perf_buffers_pending_cycles,perf_buffers_pending_instructions,perf_buffers_pending_l1d_pend_miss_fb_full,perf_buffers_pending_l1d_pend_miss_pending,perf_buffers_pending_l1d_pend_miss_pending_cycles,perf_cache_l1_cycles,perf_cache_l1_instructions,perf_cache_l1_mem_load_retired_l1_hit,perf_cache_l1_mem_load_retired_l1_miss,perf_cache_l2_cycles,perf_cache_l2_instructions,perf_cache_l2_mem_load_retired_l2_hit,perf_cache_l2_mem_load_retired_l2_miss,perf_cache_stalls_cycle_activity_stalls_l1d_miss,perf_cache_stalls_cycle_activity_stalls_l2_miss,perf_cache_stalls_cycle_activity_stalls_l3_miss,perf_cache_stalls_cycles,perf_cache_stalls_instructions,perf_execution_ports_cycles,perf_execution_ports_exe_activity_1_ports_util,perf_execution_ports_exe_activity_2_ports_util,perf_execution_ports_exe_activity_3_ports_util,perf_execution_ports_exe_activity_4_ports_util,perf_execution_ports_instructions,perf_frequency_cycles,perf_frequency_instructions,perf_frequency_msr_aperf_,perf_frequency_msr_mperf_,perf_summary_branch_misses,perf_summary_branches,perf_summary_cache_misses,perf_summary_cache_references,perf_summary_cycles,perf_summary_instructions,perf_tlb_cycles,perf_tlb_dTLB_load_misses,perf_tlb_dTLB_loads,perf_tlb_iTLB_load_misses,perf_tlb_instructions,profile_buffers_pending,profile_buffers_store,profile_cache_l1,profile_cache_l2,profile_cache_l3_dram,profile_cache_stalls,profile_execution_ports,profile_execution_uops,profile_frequency,profile_frontend,profile_power_rapl,profile_summary,profile_tlb,profile_uncore_numa,profile_vectorization
044-lib0-t4-k1024-r2c4-u2-b-,ok,ok,0,4,1024,2,4,2,-,8456885,8497689,120.503,32768000000,1891089045,3685246524,81700903,135721,198327449,1863058,2831490481,3693916661,630940015,15193930954,2181196311,1896945487,3689486475,362277991,250159914,1881256797,3683880023,237154093,13703774,948062665,676593252,17381571,2560733456,3692519080,2770044692,363250557,703440750,122062131,235453594,3689198016,2792443835,3694207398,2792650831,2369774758,135721,81700903,1863058,198327449,1891089045,3685246524,2788183202,318593,668675462,19530,3691137610,ok,failed,ok,ok,failed,ok,ok,failed,ok,failed,failed,ok,ok,failed,failed
045-lib0-t4-k1024-r2c4-u4-b-,ok,ok,0,4,1024,2,4,4,-,8462051,8477846,120.785,32768000000,1878860640,3459128401,56980750,260431,198418559,1791279,2837451224,3468989532,666091244,15470302599,2207445595,1883276418,3460848526,343830111,301653605,1886305552,3459424896,287520105,14739621,842410808,602536608,17500542,2402586244,3464729727,2767832472,363959263,731564829,86476778,239634382,3465708057,2780899123,3467785267,2781046149,2352040466,260431,56980750,1791279,198418559,1878860640,3459128401,2795048025,308010,665675836,19926,3470190385,ok,failed,ok,ok,failed,ok,ok,failed,ok,failed,failed,ok,ok,failed,failed
046-lib0-t4-k1024-r4c2-u1-b-,ok,ok,0,4,1024,4,2,1,-,7433957,7452279,137.408,32768000000,1656963689,4098503835,127162883,825474,200441726,1880331,2424293397,4108151064,10528110,5918551578,1976721129,1662305617,4100746243,407383666,73586829,1669377722,4100795366,67247408,6583524,198900092,110019219,16908068,1678230369,4104581100,2515587345,302129511,609961664,148728510,319633105,4110325792,2527393349,4109052855,2527548256,2136282691,825474,127162883,1880331,200441726,1656963689,4098503835,2512235900,221644,663383629,19764,4108194447,ok,failed,ok,ok,failed,ok,ok,failed,ok,failed,failed,ok,ok,failed,failed
047-lib0-t4-k1024-r4c2-u2-b-,ok,ok,0,4,1024,4,2,2,-,7200034,7218948,141.849,32768000000,1605053665,3665352894,78754126,94906,199375818,1790432,2539811383,3679908895,17784179,6234063093,1888753980,1633718318,3665607262,560189395,47476152,1627300196,3668811941,39753825,6821622,239670607,123021748,12290077,1670209987,3668060561,2470057182,258887447,704224886,132455630,235664303,3676693158,2514782984,3674900191,2514949105,2131783266,94906,78754126,1790432,199375818,1605053665,3665352894,2516086062,245315,663360601,20232,3676241429,ok,failed,ok,ok,failed,ok,ok,failed,ok,failed,failed,ok,ok,failed,failed
048-lib0-t4-k1024-r4c2-u4-b-,ok,ok,0,4,1024,4,2,4,-,7251331,7262657,140.995,32768000000,1618374795,3447645778,54756039,73527,199357616,1841754,2421793492,3457525070,39804126,7047891757,1845640436,1627085755,3447631245,471951369,168799070,1627271018,3447540064,157272430,12195474,223629377,176704542,18630245,1636553539,3448858355,2486673003,237995600,776065948,89249881,236705405,3456651311,2480811853,3456438396,2480982494,2087763083,73527,54756039,1841754,199357616,1618374795,3447645778,2465679004,201626,661286350,19259,3457861925,ok,failed,ok,ok,failed,ok,ok,failed,ok,failed,failed,ok,ok,failed,failed
049-lib0-t8-k256-r1c1-u1-b-,ok,ok,0,8,256,1,1,1,-,8234258,8250105,124.120,32768000000,1844527532,4514470223,200499518,574392,103300061,1805533,2208582580,4523460262,231577284,5921081364,1189747989,1858554159,4515755735,1558886386,190307041,2219882501,4520577799,168701623,18725085,472289527,413572042,21458096,2223181137,4525903934,2214025051,192002636,256748298,354901110,581437772,4525215489,2205104002,4524286246,2205250424,1947563800,574392,200499518,1805533,103300061,1844527532,4514470223,2201100823,215179,1794042111,19826,4524926715,ok,failed,ok,ok,failed,ok,ok,failed,ok,failed,failed,ok,ok,failed,failed
050-lib0-t8-k256-r1c1-u2-b-,ok,ok,0,8,256,1,1,2,-,8264670,8311754,123.199,32768000000,1839938604,4513565008,200285217,577125,102311546,1611875,2227670293,4524346985,236698737,6037617100,1211045726,1836161692,4513035744,1556682974,191581552,2205243669,4523953096,168798219,18737379,480653000,420211636,21301368,2233817461,4527382884,2206676252,190688437,258275554,357855974,580418848,4524490993,2209970943,4524524403,2210156991,1951743783,577125,200285217,1611875,102311546,1839938604,4513565008,2207207671,202715,1793742018,19177,4523951638,ok,failed,ok,ok,failed,ok,ok,failed,ok,failed,failed,ok,ok,failed,failed
051-lib0-t8-k256-r1c1-u4-b-,ok,ok,0,8,256,1,1,4,-,8290270,8307058,123.269,32768000000,1852377441,4515561012,200838250,582658,102873382,1846419,2234602660,4526518645,238063270,6043329136,1208934601,1878948589,4517305505,1558211058,191660673,2231777082,4525155034,170172536,18916689,474204071,416582326,19764275,2223656766,4524400811,2211015187,190282581,255841042,356746189,581995626,4527582305,2207658123,4526369498,2207821889,1948867800,582658,200838250,1846419,102873382,1852377441,4515561012,2206185925,204661,1794372552,19543,4526096578,ok,failed,ok,ok,failed,ok,ok,failed,ok,failed,failed,ok,ok,failed,failed
052-lib0-t8-k256-r2c2-u1-b-,ok,ok,0,8,256,2,2,1,-,7727317,7786077,131.517,32768000000,1723029652,4619459275,151988403,1656693,102943105,1697656,2113494601,4629723192,118533945,5879152239,1288576960,1722349940,4625224299,714097385,180333172,1729267927,4623011143,171056475,9024449,334264822,278532514,18432434,1974057676,4627504373,2095460910,164879768,573430377,219526381,427886551,4631044128,2098371743,4631755033,2098507592,1825793000,1656693,151988403,1697656,102943105,1723029652,4619459275,2122228514,241935,982257441,20441,4632533025,ok,failed,ok,ok,failed,ok,ok,failed,ok,failed,failed,ok,ok,failed,failed
053-lib0-t8-k256-r2c2-u2-b-,ok,ok,0,8,256,2,2,2,-,7811364,8045929,127.269,32768000000,1766643109,4584176234,145860072,2331912,103196244,1960716,2188894025,4595012173,123332411,6086269416,1335839739,1996370214,4587805706,709185408,180562613,2205764331,4599565195,164988712,13600038,479308102,394562606,24392398,2177286035,4596311494,2168463731,194903594,589839424,232785892,383591810,4595001248,2179937756,4594222483,2180131517,1918452500,2331912,145860072,1960716,103196244,1766643109,4584176234,2140487149,245154,973851131,19905,4590955680,ok,failed,ok,ok,failed,ok,ok,failed,ok,failed,failed,ok,ok,failed,failed
054-lib0-t8-k256-r2c2-u4-b-,ok,ok,0,8,256,2,2,4,-,9577448,11417636,89.686,32768000000,1728131144,4234893946,97998569,172238,102888442,1650084,1989011134,4242406029,110057137,4759825112,1019792860,1997538692,4241766906,760330062,158890926,1981300721,4241943121,146726385,12103836,359993613,295090980,17238816,1986124772,4245153185,1973473354,149403262,715183093,142498019,376055321,4245408743,1988670449,4244415482,1988879632,1687296341,172238,97998569,1650084,102888442,1728131144,4234893946,1978578274,208273,959219167,19239,4243592657,ok,failed,ok,ok,failed,ok,ok,failed,ok,failed,failed,ok,ok,failed,failed
055-lib0-t8-k256-r2c4-u1-b-,ok,ok,0,8,256,2,4,1,-,7711416,7718299,132.672,32768000000,1713879825,4513256144,137052821,3172890,102596917,1562606,1933598745,4518090776,101660242,4789226252,1069375789,1711650554,4512640969,517598639,105688594,1728996148,4516609188,100636077,5175656,130679367,83313879,12913323,1723593050,4515994482,2019707161,193805238,598788674,162938960,391329225,4523338240,2021233787,4522232551,2021432818,1721219166,3172890,137052821,1562606,102596917,1713879825,4513256144,2019614424,265174,753137686,19322,4523368194,ok,failed,ok,ok,failed,ok,ok,failed,ok,failed,failed,ok,ok,failed,failed
056-lib0-t8-k256-r2c4-u2-b-,ok,ok,0,8,256,2,4,2,-,7631299,7706925,132.868,32768000000,1708581459,4083320311,89484575,177721,102876244,1953717,1988586786,4090609101,162001161,4928638354,923151643,1689146509,4080012140,600712737,114931748,1692484059,4082824125,109500365,5194344,139157372,89472033,14751663,1708693163,4085322163,1987684887,172267303,755373968,138019375,283858106,4086494517,1992420788,4090372865,1992580598,1694544291,177721,89484575,1953717,102876244,1708581459,4083320311,1990990121,220801,753518042,18977,4091736065,ok,failed,ok,ok,failed,ok,ok,failed,ok,failed,failed,ok,ok,failed,failed
057-lib0-t8-k256-r2c4-u4-b-,ok,ok,0,8,256,2,4,4,-,7523165,7538322,135.839,32768000000,1685475285,3847414623,65091508,205901,102918331,1725280,1900733770,3856865084,150087495,4442418196,836526632,1689892161,3849831919,580952027,148740947,1693470222,3849629306,143074418,5682873,130107711,85785544,15103063,1689391268,3850132052,1941656529,168416553,825270331,98500782,286947393,3852310856,1955360634,3854959276,1955527505,1652783866,205901,65091508,1725280,102918331,1685475285,3847414623,1953014731,227904,744548563,19113,3856728871,ok,failed,ok,ok,failed,ok,ok,failed,ok,failed,failed,ok,ok,failed,failed
058-lib0-t8-k256-r4c2-u1-b-,ok,ok,0,8,256,4,2,1,-,7496698,7517396,136.217,32768000000,1679478643,4477280903,135188891,3171189,103081366,1820913,1930050437,4482629504,15414382,3461394885,1166994180,1703196181,4480547299,495535150,121629783,1663984255,4475152484,117538545,3923069,91563698,61306137,17549392,1662297596,4475031385,1949147411,173241378,617201937,163780236,382011246,4481503802,1954462219,4481850728,1954624858,1671508425,3171189,135188891,1820913,103081366,1679478643,4477280903,1953548969,230732,747380088,19053,4482185030,ok,failed,ok,ok,failed,ok,ok,failed,ok,failed,failed,ok,ok,failed,failed
059-lib0-t8-k256-r4c2-u2-b-,ok,ok,0,8,256,4,2,2,-,7247739,7255254,141.139,32768000000,1617776656,4040369457,85786881,264243,103449551,1715799,1820322061,4046875941,21898593,2601529326,763753746,1636408904,4041858492,601938692,106325061,1626226463,4040070856,100507450,4269210,100497003,64557954,18084800,1637297135,4042851741,1920822192,143890529,759239548,147485972,275666933,4047059393,1928100335,4050071713,1928278980,1644978541,264243,85786881,1715799,103449551,1617776656,4040369457,1928138118,219829,746916840,19093,4048656712,ok,failed,ok,ok,failed,ok,ok,failed,ok,failed,failed,ok,ok,failed,failed
060-lib0-t8-k256-r4c2-u4-b-,ok,ok,0,8,256,4,2,4,-,7257033,7275617,140.744,32768000000,1632785001,3827032981,62765459,190680,103166511,1750391,1727910729,3829858510,26671587,2664519576,711226805,1637408666,3828682825,564179316,166383580,1636400584,3825503532,160263936,5728795,106604303,83130169,24575055,1641026777,3827169567,1902810534,142421190,840328631,99630671,278143775,3832393110,1898269217,3830933495,1898426832,1609288083,190680,62765459,1750391,103166511,1632785001,3827032981,1895885271,217940,739347377,18013,3830441593,ok,failed,ok,ok,failed,ok,ok,failed,ok,failed,failed,ok,ok,failed,failed
061-lib0-t8-k512-r1c1-u1-b-,ok,ok,0,8,512,1,1,1,-,8417512,8440385,121.321,32768000000,1870043012,4098980425,161171711,394056,102613897,1684546,2286595246,4110560654,341771079,8230875485,1379533712,1881700935,4102649901,1368911451,260700177,2248992628,4111162330,221155005,36105143,537572437,502750179,24713328,2285553239,4113244026,2258158383,228480487,339449976,352665105,530138162,4110377457,2271751408,4111360021,2271954058,1978743766,394056,161171711,1684546,102613897,1870043012,4098980425,2265859218,208612,1682188268,18975,4110841345,ok,failed,ok,ok,failed,ok,ok,failed,ok,failed,failed,ok,ok,failed,failed
062-lib0-t8-k512-r1c1-u2-b-,ok,ok,0,8,512,1,1,2,-,8405875,8427753,121.503,32768000000,1877530595,4100794098,161644041,407344,102852910,1841022,2293589325,4113521015,341790012,8223373398,1377596820,1876056359,4099865607,1366168340,261662880,2262553544,4112363588,219615687,36138684,533679664,499610515,23960130,2269966454,4106881433,2250509673,227903967,339338437,351834836,529048569,4108395363,2274515678,4113399181,2274707965,1979349150,407344,161644041,1841022,102852910,1877530595,4100794098,2266261045,209292,1682622434,19037,4112182585,ok,failed,ok,ok,failed,ok,ok,failed,ok,failed,failed,ok,ok,failed,failed
063-lib0-t8-k512-r1c1-u4-b-,ok,ok,0,8,512,1,1,4,-,8427121,8460197,121.037,32768000000,1860651268,4095060369,160057589,398804,102284263,1784769,2284189588,4110357121,340435904,8205292519,1376314631,1875693920,4099660983,1366397784,262821414,2189820275,4107753822,223871222,36090631,531792143,497764634,22923889,2272068535,4110250460,2260553613,228628243,339787617,351979215,529762986,4110569321,2267582385,4109671170,2267767674,1977069033,398804,160057589,1784769,102284263,1860651268,4095060369,2270372796,208244,1682189419,19330,4110798868,ok,failed,ok,ok,failed,ok,ok,failed,ok,failed,failed,ok,ok,failed,failed
064-lib0-t8-k512-r2c2-u1-b-,ok,ok,0,8,512,2,2,1,-,7233915,7252393,141.195,32768000000,1621184206,4249593320,136262007,3192262,102687460,1789521,2015018350,4261562935,116091583,6198633649,1299515042,1626261131,4253551967,611584159,184880738,1624926969,4251552674,174947700,10022008,156609187,133042074,20050739,1651658523,4253945291,1993623737,175126361,542531629,215829694,375138944,4260969498,1993488816,4260379530,1993700670,1705700641,3192262,136262007,1789521,102687460,1621184206,4249593320,1989597586,233509,894225836,19256,4260429092,ok,failed,ok,ok,failed,ok,ok,failed,ok,failed,failed,ok,ok,failed,failed
065-lib0-t8-k512-r2c2-u2-b-,ok,ok,0,8,512,2,2,2,-,7311299,7335697,139.591,32768000000,1626288418,4229033662,133266540,3176471,102590304,1651046,1955108342,4238188041,104937246,5772650150,1227654025,1624566946,4232336041,605517468,185685367,1630111263,4231165318,175554026,10001949,140090117,118007151,19307817,1635990862,4233406444,2005027333,180930911,558506878,208838328,350938180,4241018913,2002617511,4240626374,2002778306,1710597300,3176471,133266540,1651046,102590304,1626288418,4229033662,2002162371,235343,888382869,18641,4240984322,ok,failed,ok,ok,failed,ok,ok,failed,ok,failed,failed,ok,ok,failed,failed
066-lib0-t8-k512-r2c2-u4-b-,ok,ok,0,8,512,2,2,4,-,7192325,7217824,141.871,32768000000,1613198880,3888715005,85975179,529397,102797011,1825081,1978607862,3893872963,130910235,5656510339,1124497134,1605212063,3885408653,669947986,167761580,1612817764,3888386101,156001300,10423882,204078409,171155206,17666689,1693541490,3890434122,1950019840,168778140,694102273,102687913,364417016,3894681533,1957254447,3895174690,1957406476,1665822683,529397,85975179,1825081,102797011,1613198880,3888715005,1951443424,211499,879124124,19298,3892953215,ok,failed,ok,ok,failed,ok,ok,failed,ok,failed,failed,ok,ok,failed,failed
067-lib0-t8-k512-r2c4-u1-b-,ok,ok,0,8,512,2,4,1,-,7320639,7333168,139.640,32768000000,1631007135,4196343405,129588607,1575680,102725895,1809068,1947729879,4204884766,136243427,5802247159,1170408791,1637496231,4197163116,440981548,105460468,1637399583,4197590625,100425441,5068319,145218097,91832283,13763404,1637553523,4197947940,1997682091,190290473,589172606,135799007,380644146,4203284300,2003649404,4202755617,2003827142,1696085200,1575680,129588607,1809068,102725895,1631007135,4196343405,2011052569,290754,682032504,19450,4207023308,ok,failed,ok,ok,failed,ok,ok,failed,ok,failed,failed,ok,ok,failed,failed
068-lib0-t8-k512-r2c4-u2-b-,ok,ok,0,8,512,2,4,2,-,7209323,7221119,141.806,32768000000,1617760098,3766891641,82231119,378745,102723936,1859068,1991101269,3774333036,200809145,5863530848,1015854621,1612405972,3765473276,525033708,118576194,1616409868,3766853846,113263402,5434921,156612325,100920576,13858110,1628116434,3764934246,1969326178,172243513,732832587,121082318,272521523,3772260693,1978014301,3771238683,1978258831,1680912566,378745,82231119,1859068,102723936,1617760098,3766891641,1981432493,223916,681786945,18521,3773724396,ok,failed,ok,ok,failed,ok,ok,failed,ok,failed,failed,ok,ok,failed,failed
069-lib0-t8-k512-r2c4-u4-b-,ok,ok,0,8,512,2,4,4,-,7245305,7253201,141.179,32768000000,1598951683,3536399605,56872671,74250,102696742,1648024,1841165099,3543632825,177745939,5136822431,906834495,1587953618,3536673705,502280623,160952543,1604301536,3539962181,155225188,6230376,146039256,99425924,12387936,1601848453,3539608147,1946252924,176278323,793490634,80320900,273419314,3545526826,1952314608,3547402674,1952465291,1644488525,74250,56872671,1648024,102696742,1598951683,3536399605,1939785809,221869,675885561,18685,3543549843,ok,failed,ok,ok,failed,ok,ok,failed,ok,failed,failed,ok,ok,failed,failed
070-lib0-t8-k512-r4c2-u1-b-,ok,ok,0,8,512,4,2,1,-,6855043,6888236,148.659,32768000000,1550758747,4172482270,127048580,1576278,102629285,1850395,1699423903,4178185251,13343722,3000747645,1052038891,1545029149,4175704785,417738113,116912438,1559220279,4176062071,112197222,4044330,100554445,68842652,23759646,1556616642,4175913921,1873972694,157382229,597198797,134726666,376885941,4180925447,1883877693,4181880614,1884025279,1605149558,1576278,127048580,1850395,102629285,1550758747,4172482270,1879082408,240315,678269711,18986,4183763982,ok,failed,ok,ok,failed,ok,ok,failed,ok,failed,failed,ok,ok,failed,failed
071-lib0-t8-k512-r4c2-u2-b-,ok,ok,0,8,512,4,2,2,-,6761841,6773152,151.185,32768000000,1519571703,3740883505,79154700,267893,102912857,1624781,1653573873,3745066866,19930524,2262370598,679060600,1521460052,3741850316,541398800,97185234,1530842732,3743281303,92948267,4262084,110617031,72479294,25084410,1538014610,3743373549,1854429058,128969117,729291614,127820977,267827490,3748403245,1861724879,3748483640,1861930575,1587877033,267893,79154700,1624781,102912857,1519571703,3740883505,1844638124,212746,676075155,17774,3744371379,ok,failed,ok,ok,failed,ok,ok,failed,ok,failed,failed,ok,ok,failed,failed
