tag,build_status,run_status,libpopcnt,cpu_tile,k_block,rows,cols,unroll,buffer_size,best_ns,avg_ns,gqps,checksum,perf_cycles,perf_instructions,perf_branches,perf_branch_misses,perf_cache_references,perf_cache_misses,perf_buffers_pending_cpu_core_l1d_pend_miss_fb_full_,perf_buffers_pending_cpu_core_l1d_pend_miss_pending_,perf_buffers_pending_cpu_core_l1d_pend_miss_pending_cycles_,perf_buffers_pending_cycles,perf_buffers_pending_instructions,perf_cache_l1_cpu_core_mem_load_retired_l1_hit_,perf_cache_l1_cpu_core_mem_load_retired_l1_miss_,perf_cache_l1_cycles,perf_cache_l1_instructions,perf_cache_l2_cpu_core_mem_load_retired_l2_hit_,perf_cache_l2_cpu_core_mem_load_retired_l2_miss_,perf_cache_l2_cycles,perf_cache_l2_instructions,perf_cache_l3_dram_cpu_core_mem_load_l3_miss_retired_local_dram_,perf_cache_l3_dram_cpu_core_mem_load_retired_l3_hit_,perf_cache_l3_dram_cpu_core_mem_load_retired_l3_miss_,perf_cache_l3_dram_cycles,perf_cache_l3_dram_instructions,perf_cache_stalls_cpu_core_cycle_activity_stalls_l1d_miss_,perf_cache_stalls_cpu_core_cycle_activity_stalls_l2_miss_,perf_cache_stalls_cpu_core_cycle_activity_stalls_l3_miss_,perf_cache_stalls_cycles,perf_cache_stalls_instructions,perf_execution_ports_cpu_core_exe_activity_1_ports_util_,perf_execution_ports_cpu_core_exe_activity_2_ports_util_,perf_execution_ports_cpu_core_exe_activity_3_ports_util_,perf_execution_ports_cpu_core_exe_activity_4_ports_util_,perf_execution_ports_cycles,perf_execution_ports_instructions,perf_frequency_cycles,perf_frequency_instructions,perf_frequency_msr_aperf_,perf_frequency_msr_mperf_,perf_summary_branch_misses,perf_summary_branches,perf_summary_cache_misses,perf_summary_cache_references,perf_summary_cycles,perf_summary_instructions,perf_tlb_cpu_atom_dTLB_load_misses_,perf_tlb_cpu_atom_dTLB_loads_,perf_tlb_cpu_atom_iTLB_load_misses_,perf_tlb_cpu_core_dTLB_load_misses_,perf_tlb_cpu_core_dTLB_loads_,perf_tlb_cpu_core_iTLB_load_misses_,perf_tlb_cycles,perf_tlb_instructions,profile_buffers_pending,profile_buffers_store,profile_cache_l1,profile_cache_l2,profile_cache_l3_dram,profile_cache_stalls,profile_execution_ports,profile_execution_uops,profile_frequency,profile_frontend,profile_power_rapl,profile_summary,profile_tlb,profile_uncore_numa,profile_vectorization
038-lib0-t4-k1024-r1c1-u2-b-,ok,ok,0,4,1024,1,1,2,-,100126336,100861646,10.153,32768000000,9821242624,17638147805,427447867,3558801,113899524,8635713,26562603,608071842,342588471,9790896311,17639492487,3088792506,41522649,9799166001,17639013074,41117711,559417,9812430890,17636889229,133950,365687,133950,9829004335,17641170137,115492002,30208904,18533147,9802261603,17640918351,3021234688,3388388178,1552647846,440896113,9830994493,17637781659,9808740044,17639567915,9807696810,5786005155,3558801,427447867,8635713,113899524,9821242624,17638147805,110125,3173322801,12759,110523,3174985029,10955,9805352025,17635826620,ok,failed,ok,ok,ok,ok,ok,failed,ok,failed,failed,ok,ok,failed,failed
039-lib0-t4-k1024-r1c1-u4-b-,ok,ok,0,4,1024,1,1,4,-,100399808,100551329,10.184,32768000000,9841091282,17638993128,427781929,3817600,109582115,7699578,35413299,703679632,371545696,9824189742,17638995876,3087988468,41844198,9811324438,17639006935,41364481,577312,9817649850,17639392540,111029,402249,111029,9814995487,17637786722,120808492,31117766,19393015,9797710987,17638001971,3022982913,3389375807,1552194080,439697555,9830386561,17640302005,9778628588,17637425215,9777504633,5725247843,3817600,427781929,7699578,109582115,9841091282,17638993128,105685,3174346763,13027,106116,3177066582,11613,9816675833,17619588640,ok,failed,ok,ok,ok,ok,ok,failed,ok,failed,failed,ok,ok,failed,failed
040-lib0-t4-k1024-r2c2-u1-b-,ok,ok,0,4,1024,2,2,1,-,101379573,102994891,9.942,32768000000,9928528601,16856364738,420180069,1847397,105552811,7377038,10846011,628026048,499021686,9834700104,16856161775,1558169662,57641960,9881474897,16857965147,54837126,1085957,9868684388,16859509812,79992,932665,79992,9833220444,16856185169,175747318,55364124,27270302,9903026833,16856888951,3412143844,3374515278,1231289512,312340121,9885100537,16857915079,9924430905,16856597884,9923008073,5549481945,1847397,420180069,7377038,105552811,9928528601,16856364738,786679,1632121564,14140,786542,1634749849,12718,9912636575,16834745024,ok,failed,ok,ok,ok,ok,ok,failed,ok,failed,failed,ok,ok,failed,failed
041-lib0-t4-k1024-r2c2-u2-b-,ok,ok,0,4,1024,2,2,2,-,105327539,111871439,9.153,32768000000,9892646818,16296823729,229853812,768790,123471895,7307911,11050401,596994353,468831987,9952508306,16291349702,1507440988,63663607,9808192477,16292412833,51728680,1242608,9854428727,16289004026,105927,1107966,105927,9831329838,16291355500,194025108,63536531,31934870,9873083012,16293220588,3415637686,3390358501,1245852553,235954377,9800423476,16291779737,10030250558,16290506182,10028826629,5599608982,768790,229853812,7307911,123471895,9892646818,16296823729,781962,1637029754,13430,783966,1636547286,11851,9917839050,16303868573,ok,failed,ok,ok,ok,ok,ok,failed,ok,failed,failed,ok,ok,failed,failed
042-lib0-t4-k1024-r2c2-u4-b-,ok,ok,0,4,1024,2,2,4,-,108598039,108617714,9.428,32768000000,9727529101,16001304219,131600918,256721,105320340,6702989,25742067,564588731,387435803,9766463546,16004505195,1549963368,51150117,9815167292,16005827524,46735180,1400199,9749559519,16004759978,132000,1126073,132000,9732676612,16002635261,141953754,61864343,32273333,9774275316,16002987441,3346155501,3467518502,1330540600,203683135,9768760919,16005768823,9739181970,16004571441,9738237141,5702123680,256721,131600918,6702989,105320340,9727529101,16001304219,790357,1632405767,13691,789355,1633746884,12406,9776715428,15994859928,ok,failed,ok,ok,ok,ok,ok,failed,ok,failed,failed,ok,ok,failed,failed
043-lib0-t4-k1024-r2c4-u1-b-,ok,ok,0,4,1024,2,4,1,-,110352862,110533390,9.264,32768000000,9903305253,16465891012,225520345,1254946,106705472,6890527,10593906,715439525,609949801,9897043087,16468941621,4043826541,70960248,9922093530,16469169706,82981980,1274447,9903008823,16466562129,99206,1039670,99206,9915727060,16467968890,147772451,58105595,29668304,9938818406,16469889648,2852191839,3379234977,1789148524,568613717,9911222500,16468110258,9888116207,16466674975,9887063910,5798961080,1254946,225520345,6890527,106705472,9903305253,16465891012,1124223,4128967029,13449,1126435,4129184484,12236,9899075544,16454207481,ok,failed,ok,ok,ok,ok,ok,failed,ok,failed,failed,ok,ok,failed,failed
044-lib0-t4-k1024-r2c4-u2-b-,ok,ok,0,4,1024,2,4,2,-,109835500,109873662,9.320,32768000000,9816948202,15897523927,129578018,214086,107585380,6305253,13596176,626688280,489407030,9884139588,15896692947,3763464712,57003195,9833429236,15897228300,59851982,1228579,9833606806,15898836722,99597,1014946,99597,9870620826,15900353975,122389640,58985658,28968097,9857879608,15899667777,2882105611,3389049895,1771140309,545798371,9900422531,15898607227,9889188179,15900124310,9887954962,5592773200,214086,129578018,6305253,107585380,9816948202,15897523927,1133883,3837956001,14237,1134287,3836840982,12885,9886428904,15909096580,ok,failed,ok,ok,ok,ok,ok,failed,ok,failed,failed,ok,ok,failed,failed
045-lib0-t4-k1024-r2c4-u4-b-,ok,ok,0,4,1024,2,4,4,-,110993064,111067774,9.220,32768000000,9926873467,16664531668,273826431,1255455,108664084,9051013,12104735,720414715,595459216,10349511853,16666217542,4036043703,78209415,9926166207,16665917563,81408398,1142312,9918667544,16663918059,76163,962063,76163,9894873349,16663803743,152169382,57871960,28022190,9944368699,16665999116,2815858090,3343211120,1817268039,608093018,9937408935,16663958347,9948642721,16664322143,9947186136,5448656414,1255455,273826431,9051013,108664084,9926873467,16664531668,1123389,4133134078,13954,1124001,4128239445,12398,9928099185,16672261705,ok,failed,ok,ok,ok,ok,ok,failed,ok,failed,failed,ok,ok,failed,failed
046-lib0-t4-k1024-r4c2-u1-b-,ok,ok,0,4,1024,4,2,1,-,109707950,109802417,9.326,32768000000,9827918539,15889250694,224473848,1281511,107886561,6067413,15347807,946611931,836130660,9866565979,15887779525,1117480456,105871227,9903310872,15885975452,110696510,907278,9833824774,15890924024,81170,762053,81170,9858928549,15893431888,176038652,53595918,30029623,9843120071,15891262186,3488919071,3479462675,1236317159,151336214,9874191749,15891105685,9875490241,15889777262,9873962027,5540248802,1281511,224473848,6067413,107886561,9827918539,15889250694,783951,1241387941,13507,784515,1242848421,11987,9859858298,15881006271,ok,failed,ok,ok,ok,ok,ok,failed,ok,failed,failed,ok,ok,failed,failed
047-lib0-t4-k1024-r4c2-u2-b-,ok,ok,0,4,1024,4,2,2,-,100692300,102256192,10.014,32768000000,9804396118,15598307569,128909016,222013,108603332,6808709,15433503,690920454,592514989,9809995260,15598931410,1148407723,76583188,9795840461,15598017637,78143282,901819,9774853709,15597262197,101974,763481,101974,9817597454,15598963215,131262024,49467470,26951245,9787289839,15599841005,3425768987,3510692234,1323744533,171227350,9762144621,15596510342,9781512673,15598742564,9780457176,5763490546,222013,128909016,6808709,108603332,9804396118,15598307569,792925,1242852637,13092,794065,1243014781,12068,9800990942,15602977788,ok,failed,ok,ok,ok,ok,ok,failed,ok,failed,failed,ok,ok,failed,failed
048-lib0-t4-k1024-r4c2-u4-b-,ok,ok,0,4,1024,4,2,4,-,100799216,103839842,9.861,32768000000,9877109356,16414830478,272986186,1305210,107167188,7857636,13996140,900535503,791273792,9847725425,16414900682,1119983721,110716974,10027460771,16424662911,108326787,952091,9859962777,16412550410,95558,790911,95558,9883879295,16414025341,210286146,59961307,34406145,9893675431,16414129100,3447320472,3459213610,1276336647,189261525,9816345120,16414371405,9822230227,16414656474,9821093599,5758136758,1305210,272986186,7857636,107167188,9877109356,16414830478,790100,1242987747,13227,791163,1243856948,11987,9925682143,16402475963,ok,failed,ok,ok,ok,ok,ok,failed,ok,failed,failed,ok,ok,failed,failed
049-lib0-t8-k256-r1c1-u1-b-,ok,ok,0,8,256,1,1,1,-,103313465,110455084,9.271,32768000000,10108067964,18103491263,473565546,891978,56150442,5118555,26978807,672162963,368781786,10123216151,18106585143,3190263490,53592334,10129623640,18103912375,53306014,1830073,10094422483,18103497560,167784,1562218,167784,10120528985,18104917843,133405899,54605789,24608287,10423843465,18095427399,3055691711,3408022020,1596445780,416335971,10116996796,18106653627,10108587313,18106310975,10107441196,5902051078,891978,473565546,5118555,56150442,10108067964,18103491263,630109,3323079524,13375,630503,3319257034,13446,10106576145,18138142880,ok,failed,ok,ok,ok,ok,ok,failed,ok,failed,failed,ok,ok,failed,failed
050-lib0-t8-k256-r1c1-u2-b-,ok,ok,0,8,256,1,1,2,-,102647352,102920489,9.949,32768000000,10109110082,18103425416,473562899,869894,56694292,4782805,26044350,675142692,369244917,10112002812,18105696660,3188495276,54670244,10106950382,18103322092,52241467,1852087,10109159007,18103586219,156455,1575578,156455,10105601719,18104699811,157439531,68033516,31878367,10145030551,18105399720,3055848462,3407071404,1596811604,416229269,10095037630,18106493837,10145371560,18105657701,10143875570,5647933874,869894,473562899,4782805,56694292,10109110082,18103425416,629297,3319177345,13788,629887,3318154187,13229,10122234222,18132314703,ok,failed,ok,ok,ok,ok,ok,failed,ok,failed,failed,ok,ok,failed,failed
051-lib0-t8-k256-r1c1-u4-b-,ok,ok,0,8,256,1,1,4,-,102480749,106481300,9.617,32768000000,10066464090,18096049979,471523526,938863,56329943,3414127,29437325,681954569,370564521,10118418016,18105436395,3190363967,54024244,10088623493,18104191924,53629020,1846021,10106472485,18103206304,133026,1618928,133026,10084041961,18102909347,151172074,62535005,28985090,10144665075,18105680469,3047227505,3397291556,1599849798,422366934,10752525145,18085705320,10136456750,18106937770,10135029334,5678170842,938863,471523526,3414127,56329943,10066464090,18096049979,627038,3320243667,14192,628469,3319393322,11944,10083114844,18123655132,ok,failed,ok,ok,ok,ok,ok,failed,ok,failed,failed,ok,ok,failed,failed
052-lib0-t8-k256-r2c2-u1-b-,ok,ok,0,8,256,2,2,1,-,101906049,105856410,9.673,32768000000,10004380567,17205821737,443623418,3928735,55659602,5011264,10758921,549230156,446877875,10127279350,17194794145,1662666164,62007923,10006718021,17206437485,62409297,786901,9986143198,17207213263,70101,651348,70101,9998099935,17208151555,132927755,35856016,18851106,10010373070,17207825843,3385185784,3379101481,1293855845,296682996,10020713041,17207054113,10003162055,17205883092,10001919649,5741175410,3928735,443623418,5011264,55659602,10004380567,17205821737,633335,1748028117,13822,632257,1748180499,12757,10000861090,17233578166,ok,failed,ok,ok,ok,ok,ok,failed,ok,failed,failed,ok,ok,failed,failed
053-lib0-t8-k256-r2c2-u2-b-,ok,ok,0,8,256,2,2,2,-,111129192,111274660,9.202,32768000000,9915355781,16656900342,250934353,1212600,56142903,3406269,11469435,430214811,326860994,9950376823,16659445327,1673392418,43163510,9937401364,16659232977,43293214,966352,9953568184,16660131103,84211,820056,84211,10103772725,16652340654,127175294,42844912,20955282,9970365598,16658783248,3379490456,3401394132,1315536409,261732815,9941638958,16659111507,9982990722,16660089126,9981498204,5606760170,1212600,250934353,3406269,56142903,9915355781,16656900342,631961,1759090822,13976,630313,1762895496,12175,9980303406,16637710071,ok,failed,ok,ok,ok,ok,ok,failed,ok,failed,failed,ok,ok,failed,failed
054-lib0-t8-k256-r2c2-u4-b-,ok,ok,0,8,256,2,2,4,-,105009162,105379668,9.717,32768000000,10160479396,16364306445,151573314,878688,57321185,4178283,13847550,469896874,328220376,9872806238,16378048808,1666771712,51867788,9894317944,16376622375,51139259,1135368,9910003228,16376589181,97528,925138,97528,10019907676,16370301760,125726735,52931587,26404955,9918535406,16376893636,3311735160,3468026597,1404164866,230499138,9908708936,16377109294,9906076268,16377755220,9904676769,5539230055,878688,151573314,4178283,57321185,10160479396,16364306445,627892,1740868425,13768,627394,1743649675,12979,10315095530,16345143660,ok,failed,ok,ok,ok,ok,ok,failed,ok,failed,failed,ok,ok,failed,failed
055-lib0-t8-k256-r2c4-u1-b-,ok,ok,0,8,256,2,4,1,-,112493866,112526051,9.100,32768000000,10058208700,16784651063,242809952,1137559,56990181,5236409,10263474,617518066,541063262,10046865119,16784960656,4131122788,80857545,11199290576,16769392936,81919040,733638,10034658140,16784265161,62248,629991,62248,10047510134,16784637489,105785834,33165806,17887677,10067283092,16785207351,2836597366,3385929556,1828463683,595569738,10062040458,16783408718,10440276783,16778515380,10438921813,6015274254,1137559,242809952,5236409,56990181,10058208700,16784651063,633066,4226259221,13540,632288,4239917810,12379,10091730599,16761655356,ok,failed,ok,ok,ok,ok,ok,failed,ok,failed,failed,ok,ok,failed,failed
056-lib0-t8-k256-r2c4-u2-b-,ok,ok,0,8,256,2,4,2,-,113962147,114202702,8.967,32768000000,10087615516,16231451509,148424060,1264852,70901624,6973005,10472047,482284641,400888025,9994464633,16224393304,3837486255,80847782,10101412120,16232307671,63325678,815896,10047990350,16225122191,78834,627678,78834,9992912426,16225138566,87514836,34149653,18262635,10002630410,16224779858,2871168343,3397288431,1813151848,571131038,10007000950,16224400878,9999573139,16224626835,9998334379,5712244574,1264852,148424060,6973005,70901624,10087615516,16231451509,629190,3940814412,14380,629986,3940510230,12591,10009823782,16231438706,ok,failed,ok,ok,ok,ok,ok,failed,ok,failed,failed,ok,ok,failed,failed
057-lib0-t8-k256-r2c4-u4-b-,ok,ok,0,8,256,2,4,4,-,103116358,109477650,9.354,32768000000,10082824912,16995302491,290636593,1136665,55160392,4858297,10822745,638952645,552541272,10071357133,16994867049,4134411664,79148408,10076484861,16997092867,79030904,718944,10074615359,16996322283,58193,593209,58193,10062532439,16996840619,109192311,33803620,18586306,10074347161,16996565668,2803817542,3354719782,1855960174,633022849,10071149663,16994506009,10070409075,16994989038,10069104029,5787814574,1136665,290636593,4858297,55160392,10082824912,16995302491,630388,4224883739,13613,632348,4224254302,11941,10086543197,16983269457,ok,failed,ok,ok,ok,ok,ok,failed,ok,failed,failed,ok,ok,failed,failed
058-lib0-t8-k256-r4c2-u1-b-,ok,ok,0,8,256,4,2,1,-,101174244,101792403,10.060,32768000000,9959498688,16201001810,239357206,1373712,55367261,4910009,12461196,556727577,476892184,9958989382,16203101714,1253665353,68720470,9939099427,16203633791,65400434,694438,9983242095,16202381875,67107,573516,67107,9961806979,16202900485,118552775,38534046,20271626,9950931756,16202520214,3448906034,3489355394,1298552375,175300184,9948085142,16203032008,9961122986,16203162743,9959631649,5609010066,1373712,239357206,4910009,55367261,9959498688,16201001810,637124,1335979958,13076,640142,1335254465,11813,9949141442,16165445911,ok,failed,ok,ok,ok,ok,ok,failed,ok,failed,failed,ok,ok,failed,failed
059-lib0-t8-k256-r4c2-u2-b-,ok,ok,0,8,256,4,2,2,-,101776980,108585590,9.430,32768000000,9919154318,15889485444,143393775,616699,55201936,5214178,12542053,499540268,409535326,9930759194,15890414446,1260334527,59765416,9919654150,15889305796,59992968,714963,9889738622,15890146165,77431,586341,77431,9900987650,15891287425,110565576,39782598,20951698,9919312480,15890099998,3405900451,3524492526,1378628592,193649644,9925986057,15890053956,9919768258,15890368755,9918395001,5594957830,616699,143393775,5214178,55201936,9919154318,15889485444,634315,1337782191,13765,636486,1337545970,13076,9896134804,15852196361,ok,failed,ok,ok,ok,ok,ok,failed,ok,failed,failed,ok,ok,failed,failed
060-lib0-t8-k256-r4c2-u4-b-,ok,ok,0,8,256,4,2,4,-,101222816,101888316,10.050,32768000000,9968375316,16705934295,287693378,965206,54961792,4792034,12252618,559634573,477375753,9968295084,16707404493,1253167630,67956337,9958221481,16706456530,69414152,706894,9945034270,16705218542,61362,582656,61362,10025438903,16700379652,122248408,37983964,19833357,9953857112,16706442938,3419260603,3474958136,1330595903,212050770,9961014547,16707587760,9955061255,16706520756,9953810937,5780223687,965206,287693378,4792034,54961792,9968375316,16705934295,628493,1333680327,13584,630781,1334324061,12838,9944424387,16686076409,ok,failed,ok,ok,ok,ok,ok,failed,ok,failed,failed,ok,ok,failed,failed
061-lib0-t8-k512-r1c1-u1-b-,ok,ok,0,8,512,1,1,1,-,102245117,103327339,9.910,32768000000,10074694973,17777436372,446362789,6747468,54805458,4878305,24652588,935319367,439756909,10086636541,17780125820,3053909382,71546311,10082752013,17778706966,69782093,2135900,10059997203,17779158818,199385,1798522,199385,10065817226,17780202790,177598607,51496062,24329163,10074628178,17780743697,3067772897,3380453630,1566014497,414126465,10092383833,17780408623,10080867202,17779747698,10079502375,5715856402,6747468,446362789,4878305,54805458,10074694973,17777436372,627844,3211918138,13734,629854,3209858995,12067,10108824217,17795437904,ok,failed,ok,ok,ok,ok,ok,failed,ok,failed,failed,ok,ok,failed,failed
062-lib0-t8-k512-r1c1-u2-b-,ok,ok,0,8,512,1,1,2,-,105947013,111370772,9.195,32768000000,10060707501,17778942471,446612394,6714042,55137122,5033075,27503545,947596010,441945344,10097159453,17780719256,3056150559,70658323,10081827030,17779043946,68967711,2187689,10088416810,17780885885,170062,1833563,170062,10375871357,17771139732,175738060,52826776,24872428,10071718481,17780033195,3066100633,3380126188,1566325542,414990294,10077140903,17779294640,10057077295,17781003305,10056028129,5953236637,6714042,446612394,5033075,55137122,10060707501,17778942471,633479,3221264851,14198,633853,3218676454,12427,10052071240,17816454758,ok,failed,ok,ok,ok,ok,ok,failed,ok,failed,failed,ok,ok,failed,failed
