tag,build_status,run_status,libpopcnt,cpu_tile,k_block,rows,cols,unroll,buffer_size,best_ns,avg_ns,gqps,checksum,perf_cycles,perf_instructions,perf_branches,perf_branch_misses,perf_cache_references,perf_cache_misses,perf_buffers_pending_cycles,perf_buffers_pending_instructions,perf_buffers_pending_l1d_pend_miss_fb_full,perf_buffers_pending_l1d_pend_miss_pending,perf_buffers_pending_l1d_pend_miss_pending_cycles,perf_buffers_store_cycles,perf_buffers_store_instructions,perf_buffers_store_offcore_requests_buffer_sq_full,perf_buffers_store_offcore_requests_outstanding_cycles_with_data_rd,perf_buffers_store_offcore_requests_outstanding_demand_data_rd_ge_6,perf_buffers_store_resource_stalls_sb,perf_cache_l1_cycles,perf_cache_l1_instructions,perf_cache_l1_mem_load_retired_l1_hit,perf_cache_l1_mem_load_retired_l1_miss,perf_cache_l2_cycles,perf_cache_l2_instructions,perf_cache_l2_mem_load_retired_l2_hit,perf_cache_l2_mem_load_retired_l2_miss,perf_cache_l3_dram_cycles,perf_cache_l3_dram_instructions,perf_cache_l3_dram_mem_load_l3_miss_retired_local_dram,perf_cache_l3_dram_mem_load_retired_l3_hit,perf_cache_l3_dram_mem_load_retired_l3_miss,perf_cache_stalls_cycle_activity_stalls_l1d_miss,perf_cache_stalls_cycle_activity_stalls_l2_miss,perf_cache_stalls_cycle_activity_stalls_l3_miss,perf_cache_stalls_cycles,perf_cache_stalls_instructions,perf_execution_ports_cycles,perf_execution_ports_exe_activity_1_ports_util,perf_execution_ports_exe_activity_2_ports_util,perf_execution_ports_exe_activity_3_ports_util,perf_execution_ports_exe_activity_4_ports_util,perf_execution_ports_instructions,perf_execution_uops_cycles,perf_execution_uops_instructions,perf_execution_uops_resource_stalls_any,perf_execution_uops_uops_executed_thread,perf_execution_uops_uops_issued_any,perf_execution_uops_uops_retired_retire_slots,perf_frequency_cycles,perf_frequency_instructions,perf_frequency_msr_aperf_,perf_frequency_msr_mperf_,perf_frontend_cycles,perf_frontend_idq_uops_not_delivered_core,perf_frontend_idq_uops_not_delivered_cycles_0_uops_deliv_core,perf_frontend_idq_uops_not_delivered_cycles_le_1_uop_deliv_core,perf_frontend_instructions,perf_power_rapl_cycles,perf_power_rapl_instructions,perf_summary_branch_misses,perf_summary_branches,perf_summary_cache_misses,perf_summary_cache_references,perf_summary_cycles,perf_summary_instructions,perf_tlb_cycles,perf_tlb_dTLB_load_misses,perf_tlb_dTLB_loads,perf_tlb_iTLB_load_misses,perf_tlb_iTLB_loads,perf_tlb_instructions,perf_uncore_numa_cycles,perf_uncore_numa_instructions,profile_buffers_pending,profile_buffers_store,profile_cache_l1,profile_cache_l2,profile_cache_l3_dram,profile_cache_stalls,profile_execution_ports,profile_execution_uops,profile_frequency,profile_frontend,profile_power_rapl,profile_summary,profile_tlb,profile_uncore_numa,profile_vectorization
030-lib0-t4-k768-r2c2-u4-b-,ok,ok,0,4,768,2,2,4,-,20150582,20274947,50.506,32768000000,4477324076,8670259379,104184922,181881,196757512,2533096,4461848271,8660814268,9299981,3781151431,1345224046,4450991196,8669183495,82227430,1881168411,27983698,12215690,4467520090,8659862503,679264228,245151720,4461592785,8661873494,231520935,8323014,4457172167,8656313425,273402,7969318,273475,378108915,265473778,28907516,4433498008,8654430672,4460316332,306569505,2830208786,287641006,339424542,8656967153,4484066702,8657080169,1784769613,8765173313,8709007564,8683389996,4445540828,8658387689,4445945840,4112674626,4472653611,206459706,39349520,45662330,8662258814,4473201440,8662310219,181881,104184922,2533096,196757512,4477324076,8670259379,4482556469,1683329,938377870,25543,20859,8668056398,4468609608,8661491901,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,failed
031-lib0-t4-k768-r2c4-u1-b-,ok,ok,0,4,768,2,4,1,-,19824475,20156899,50.801,32768000000,4454955001,8992932618,147128549,1352212,196734105,2900929,4441044534,8966544215,1184521,2568773191,1612108396,4447476909,8978302035,198150663,1962404903,7325909,10979893,4432591064,8964653304,566122941,147102851,4443681660,8965366378,141579177,4914572,4428733192,8960865985,132051,4725037,132125,336428902,217346807,23730876,4431824980,8965719613,4435587396,392129447,2716489506,170502266,473128644,8984133060,4449816645,8968033594,1656388578,9053015890,9007442224,8929422574,4442273408,8965389819,4442713857,4094733351,4445361703,232380903,45563660,52053001,8964944111,4421375519,8962760167,1352212,147128549,2900929,196734105,4454955001,8992932618,4476492991,2188194,734752699,30651,20371,8974880503,4443183152,8967172586,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,failed
032-lib0-t4-k768-r2c4-u2-b-,ok,ok,0,4,768,2,4,2,-,19729676,19812883,51.684,32768000000,4414277098,8539163954,98717804,184918,196646274,2811344,4414137093,8526972580,2834646,2451621687,1276908874,4437502300,8525060708,209812167,1946299834,11201052,10763096,4398258876,8525845331,570813297,144092237,4398018475,8528251369,139246237,4518069,4396470770,8523952730,155110,4339545,155232,342767017,223768618,27520757,4411411660,8527718359,4417727374,328941752,2842937530,315767378,260740327,8560315942,4411671277,8535717484,1717512061,8632188926,8590842198,8547577469,4394336575,8523818473,4394814611,4069202267,4412530631,234092261,47083122,53225670,8529261146,4420826958,8530586414,184918,98717804,2811344,196646274,4414277098,8539163954,4411657813,1968683,729478031,34208,21104,8539096086,4416219592,8527133833,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,failed
033-lib0-t4-k768-r2c4-u4-b-,ok,ok,0,4,768,2,4,4,-,19860768,19947893,51.334,32768000000,4455822274,8665783514,171143250,748855,197630227,2632080,4430439662,8659468655,1286698,2583651927,1624582610,4439988964,8641842199,208736718,1958962727,7804669,10346762,4435293924,8658544966,565286169,144306683,4443825572,8662117605,139122862,5069685,4441657480,8655684389,127127,4885775,127230,350975997,229734262,23214001,4450300180,8660095241,4470670292,409932281,2886260442,184014947,305472969,8655344292,4483773057,8655399122,1690177567,8678504806,8685163263,8615735431,4450988136,8661872895,4451410261,4127041273,4444847905,212131598,41833422,48176066,8662861781,4433970375,8654274257,748855,171143250,2632080,197630227,4455822274,8665783514,4449174773,2232301,731089780,29608,19465,8672898582,4429544247,8658534373,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,failed
034-lib0-t4-k768-r4c2-u1-b-,ok,ok,0,4,768,4,2,1,-,19032677,19503373,52.504,32768000000,4294154091,8937305774,142678373,1315406,197763548,2567694,4307714456,8953313702,1122106,1725999626,1300225617,4284934400,8954588267,7329739,2692018932,548198,13164206,4268777398,8940487997,579597249,129880173,4278761939,8948799125,125979663,3914286,4303517605,8949844568,119494,3848349,119575,249472752,168994541,21813998,4315276699,8947966894,4292391047,379836443,2722946858,182842079,478419528,8932976518,4289751789,8922590183,1533963873,9011854940,8976167117,8923963147,4297107406,8948976543,4297450865,4010560999,4430203055,252296543,50565574,57780647,8964099025,4332097623,8960518418,1315406,142678373,2567694,197763548,4294154091,8937305774,4321664651,2243297,723098056,32904,21301,8949523780,4324126638,8955081880,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,failed
035-lib0-t4-k768-r4c2-u2-b-,ok,ok,0,4,768,4,2,2,-,18778776,18968128,53.985,32768000000,4212757030,8505754199,92070407,197456,196932753,2490607,4224516041,8515868355,1532271,1850178532,1071760865,4227985732,8519180323,7156477,2633011354,1020806,14919606,4215280307,8513260371,583152999,127529276,4235655026,8515790776,124649828,4225779,4230460062,8509983193,145249,4044599,145361,212007511,155209135,22007231,4203809052,8514950630,4212388140,264994991,2899306451,235908141,327820919,8517879226,4232948495,8529597354,1586640375,8587493062,8548141422,8524364695,4245913448,8516502962,4246291854,3919043801,4260099394,200715030,38746091,44994733,8531549004,4222502870,8518642414,197456,92070407,2490607,196932753,4212757030,8505754199,4230681377,1978746,722652869,27871,20549,8520840319,4215504071,8508978125,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,failed
036-lib0-t4-k768-r4c2-u4-b-,ok,ok,0,4,768,4,2,4,-,19117078,19217538,53.285,32768000000,4271687256,8613746554,162201422,578715,197212540,2614298,4282223776,8636518599,1228405,1701614930,1286379606,4285217597,8624408385,8999579,2722843704,556149,11277250,4273075907,8628186779,575150650,131137787,4288297725,8627047007,126808368,3796605,4297422918,8634334834,121124,3649547,121229,238620190,160353676,20378335,4265476451,8627261900,4307044631,391542541,2876724355,188240524,305583160,8613074968,4283341453,8634120491,1612615586,8599480257,8606211201,8562531577,4302557662,8633805040,4302947758,3980830377,4279032106,205581645,41107153,47203112,8630902731,4272369793,8628853305,578715,162201422,2614298,197212540,4271687256,8613746554,4283307614,2104294,720954598,23888,18403,8644565876,4284769062,8633816085,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,failed
037-lib0-t4-k1024-r1c1-u1-b-,ok,ok,0,4,1024,1,1,1,-,22075336,22326902,45.864,32768000000,4904824322,9084173113,246470793,2111547,196955151,2642977,4910525539,9039329642,5133131,6880834365,2385213445,4937481956,9024292829,26493519,1773523317,44372203,10570480,4900646757,9037109408,1048018504,148453616,4920162511,9033232260,127255283,16944308,4898306899,9034449888,375156,16283234,375240,596784680,341981551,37543246,4888214925,9041469292,4943462150,649742215,2017518379,830139718,531977632,9033416454,4924714305,9023290017,1960897787,9720098433,9767098651,9648997871,4909366217,9037475668,4909852319,4539007324,4933103373,213928730,42683282,48856124,9042078842,4913208812,9039258204,2111547,246470793,2642977,196955151,4904824322,9084173113,4914340824,1542589,1647555649,27549,22937,9035157885,4894493692,9044113709,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,failed
038-lib0-t4-k1024-r1c1-u2-b-,ok,ok,0,4,1024,1,1,2,-,21772768,21964016,46.622,32768000000,4886098533,9037734701,244887222,2113339,197204380,2845319,4908728752,9041942905,5218663,7007165200,2420309377,4978479527,9028827958,29900591,1806939153,44455519,10986830,4883463884,9033988398,1044153762,150006813,4894848140,9038661726,132237848,16949348,4935745638,9039175914,423187,16200263,423291,623293281,355944505,37336151,4921835578,9039301494,4934259694,645462059,2014571491,831097671,534440418,9023773452,4940604360,9022253953,1960168564,9701973977,9744102223,9657016883,4963774780,9043715252,4964289701,4579874952,4957500927,235763298,47437578,53981331,9057528569,4929713893,9044864253,2113339,244887222,2845319,197204380,4886098533,9037734701,4917394209,1529333,1647414693,28243,19447,9022662427,4933629250,9037439344,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,failed
039-lib0-t4-k1024-r1c1-u4-b-,ok,ok,0,4,1024,1,1,4,-,21999920,22380171,45.755,32768000000,4940872969,9046126528,248934414,2129029,198005873,3315077,4905779048,9039081822,5233070,6943298899,2400934614,4910984307,9050219751,26223627,1758189199,44029623,10316306,4908134072,9039509307,1050122159,148651624,4902464561,9039924722,132756174,16924643,4890244944,9034127361,358883,16422385,358930,631910648,357341536,39265518,4943050933,9042416236,4920271655,638230833,2014461389,832190550,532559740,9059345976,4922519597,9022671841,1955365577,9697242390,9732713556,9661609897,4947055080,9042189731,4947522507,4563328968,4930214654,211454014,42387023,48397813,9033401445,4910777261,9041901550,2129029,248934414,3315077,198005873,4940872969,9046126528,4915671767,1523460,1646372127,28975,20101,9048790849,4909183510,9040187594,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,failed
040-lib0-t4-k1024-r2c2-u1-b-,ok,ok,0,4,1024,2,2,1,-,19874866,20069489,51.023,32768000000,4455911077,9470716437,240494831,3116908,196319529,2438803,4477200440,9455803420,1252653,2713522442,1735768893,4508928004,9447614014,22288033,1945996844,360419,9941827,4510379050,9461452441,490545179,76276571,4484912197,9453703153,71504315,5794060,4472806896,9453157138,135955,5594253,136063,345031333,206486588,22517446,4470908632,9451786499,4489259481,438663858,2416972594,354466972,591874897,9437952780,4475946474,9461459293,1609791576,9415154944,9443602877,9265315463,4487453220,9454741010,4487919662,4138780301,4470958131,227073630,44039895,50764173,9459547615,4516611415,9461160870,3116908,240494831,2438803,196319529,4455911077,9470716437,4497633786,2210681,880565600,28858,18750,9434457100,4491134586,9453324785,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,failed
041-lib0-t4-k1024-r2c2-u2-b-,ok,ok,0,4,1024,2,2,2,-,19217993,19588079,52.277,32768000000,4324729268,8758432421,142500037,602718,197227017,2856615,4311488935,8784112075,1273934,2032468563,1075976335,4321406299,8782518813,27812242,1932970026,750694,10931957,4286061029,8778552100,755495728,107720392,4311267845,8781063690,102862346,5798022,4294988843,8780961631,179931,5630897,179999,311119812,187933971,24701725,4300648682,8783497634,4337888627,312329597,2666439296,294033803,403388897,8766386140,4340678836,8785196144,1615785703,8809067718,8767151618,8746823761,4384515190,8785267887,4385008642,4084903763,4327489460,213903295,41435176,47926461,8782192847,4325646273,8785518716,602718,142500037,2856615,197227017,4324729268,8758432421,4294982457,1497946,883016024,27814,21326,8764076424,4325143083,8789392430,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,failed
042-lib0-t4-k1024-r2c2-u4-b-,ok,ok,0,4,1024,2,2,4,-,19400583,19507573,52.492,32768000000,4347741984,8435156128,95451970,200612,196990442,2362014,4383431032,8452412211,8443328,3839730346,1416425671,4377450580,8448211157,71077816,1942821305,5850412,11492961,4357876061,8451676823,603821821,263342705,4387144708,8458349014,260813621,6637176,4381826596,8452690511,272724,6243649,272839,350302945,240108258,34640883,4356378981,8452320684,4375385221,320131823,2819304336,208752005,364567966,8441774851,4356207660,8438138347,1721158737,8506755069,8469003418,8476061167,4385308151,8446013019,4385862708,4038697252,4336042514,202439662,39115783,45205048,8446619741,4390437741,8452567564,200612,95451970,2362014,196990442,4347741984,8435156128,4370826954,1258819,884226086,31085,20596,8448013259,4388630544,8458918621,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,failed
043-lib0-t4-k1024-r2c4-u1-b-,ok,ok,0,4,1024,2,4,1,-,19566253,19666053,52.069,32768000000,4367102695,8752707558,140141230,1383815,197412991,2577066,4381215368,8756627406,1318905,3143024224,1958351807,4434315662,8773464562,194583193,1887872468,7627164,10045061,4372008396,8753330815,473124280,176989971,4385751818,8754194108,187252981,4925625,4408302408,8764847663,130327,4786504,130435,351599460,224229815,27893984,4395849234,8758263883,4359081195,418902559,2686643454,166213804,465735185,8771080017,4398941475,8787585071,1661056252,8764147504,8770783067,8698885915,4371572530,8753343886,4372021019,4032153215,4378333036,215968412,42367003,48491640,8759915544,4381436570,8762076699,1383815,140141230,2577066,197412991,4367102695,8752707558,4394075446,2241548,679734328,28821,18761,8748926978,4379692805,8756797033,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,failed
044-lib0-t4-k1024-r2c4-u2-b-,ok,ok,0,4,1024,2,4,2,-,19456619,19520362,52.458,32768000000,4315061265,8323360302,91266604,191422,198021949,2396900,4348401406,8332212996,3460202,2753952961,1422505140,4327876248,8337280252,208832197,1898535230,10178935,10016282,4316482753,8325931762,495273701,165356251,4307953001,8327604242,158127581,4343221,4325900166,8333165739,153003,4135197,153098,336846651,221302278,27701189,4311434648,8329384284,4338097631,306868641,2798295287,395992202,209205636,8334418950,4329890006,8313700279,1716887122,8379860870,8348521088,8338299771,4329760728,8332717217,4330241435,4001271307,4326945266,210540298,41263931,47358311,8333227754,4308518256,8330638473,191422,91266604,2396900,198021949,4315061265,8323360302,4325399930,1973004,681113756,30041,22135,8344108718,4321853618,8331247785,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,failed
045-lib0-t4-k1024-r2c4-u4-b-,ok,ok,0,4,1024,2,4,4,-,19631270,19738693,51.878,32768000000,4371332987,8448615672,165772106,1356377,196999320,2717391,4380863316,8458156414,1231756,3079945413,1924354504,4496519827,8468203818,193467551,1909745756,8308690,11224914,4413083376,8450367387,464085119,189878523,4378250417,8448351270,188330265,5221589,4408931793,8459108339,138391,4980273,138485,336633218,220925672,24030105,4382780455,8455002677,4394960946,417167880,2854901813,170717135,297562661,8457131953,4429924430,8477127995,1673496359,8404048639,8453148959,8349038991,4361055614,8448848709,4361427644,4044192841,4380428370,217219171,43093941,49557529,8453958929,4382561276,8452440207,1356377,165772106,2717391,196999320,4371332987,8448615672,4375778547,2335319,679230637,31912,20162,8438824462,4389235627,8452753674,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,failed
046-lib0-t4-k1024-r4c2-u1-b-,ok,ok,0,4,1024,4,2,1,-,18731699,18940183,54.065,32768000000,4219545342,8743420381,137647351,1351404,197446032,2819094,4235029423,8750751071,1120167,1891500549,1409646790,4202199752,8755820156,8493241,2770199151,530142,11061487,4258386141,8767212805,522811873,142461228,4223466890,8759054457,137920820,3802594,4249048869,8758892441,118213,3702119,118297,228519627,155936368,21172101,4245986833,8755899207,4190593925,363412247,2704268281,181284259,460800406,8739044273,4263777625,8757978409,1510152909,8805156276,8794771256,8716164910,4242764811,8762630383,4243174954,3925401539,4231098100,204280830,39885471,46357962,8755666657,4216209021,8748190629,1351404,137647351,2819094,197446032,4219545342,8743420381,4244245020,1967279,675369891,29002,20043,8733930862,4225124638,8747954372,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,failed
047-lib0-t4-k1024-r4c2-u2-b-,ok,ok,0,4,1024,4,2,2,-,18400762,18668489,54.852,32768000000,4139264297,8303966227,88263886,567389,197286868,2685252,4164275470,8314835717,1884814,2034233396,1217366121,4134793621,8306835496,7418242,2758398734,988195,13955622,4115895333,8309774647,507679951,149353476,4134619739,8311410763,141786665,3372662,4137790356,8306335946,145854,3191000,145963,206727818,148764912,22878723,4128549821,8312442714,4143289675,269439884,2889623231,182290810,351589755,8317357096,4159100461,8343886701,1559789938,8360676040,8354486581,8295268141,4113868144,8308689748,4114236559,3809410543,4116146078,190693794,37563693,43162118,8307516096,4121117489,8310156919,567389,88263886,2685252,197286868,4139264297,8303966227,4125463187,1603575,671081469,28912,20185,8308564975,4143740618,8313149491,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,failed
048-lib0-t4-k1024-r4c2-u4-b-,ok,ok,0,4,1024,4,2,4,-,18725927,18800413,54.467,32768000000,4202293657,8434916970,158434247,1343057,196761666,2914208,4218564900,8427909602,1158204,1914801795,1433210050,4234813349,8448362680,8561359,2783198354,550593,13297885,4214756292,8423835105,507833475,143972092,4226601829,8431882365,140126818,3814243,4224865096,8429129190,124329,3695898,124426,256734212,174483862,23373340,4234334315,8428247140,4238600328,391171762,2864566355,188097588,291238011,8435381474,4196706548,8444827103,1560544651,8365356885,8421201675,8340515765,4206735425,8433264264,4207144463,3893186568,4205176953,195541147,38256852,44497098,8430925715,4221967724,8435374524,1343057,158434247,2914208,196761666,4202293657,8434916970,4223863120,2070365,672973930,26694,22569,8453456452,4204092193,8428148618,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,failed
049-lib0-t8-k256-r1c1-u1-b-,ok,ok,0,8,256,1,1,1,-,20943565,21216395,48.265,32768000000,4648956419,9510006680,289399391,758366,101014719,2268991,4650331995,9520445489,7179882,4185825696,1503372463,4647456868,9526723614,28722200,1293030653,46095106,9909555,4668430490,9519869159,1328965264,218940632,4615667682,9517334900,212997594,6936877,4639594381,9520822000,245828,6610885,245939,295808199,156450038,28833669,4830879604,9564235272,4658615210,494426664,2045986452,951455966,540111811,9499681081,4653830751,9545273258,1535343288,10179437756,10185656657,10166957987,4650134231,9522059226,4650616955,4320498558,4656349140,211056155,40554801,46987369,9525049837,4639614526,9517959325,758366,289399391,2268991,101014719,4648956419,9510006680,4640813256,794855,1785998883,29921,23909,9525802615,4657024127,9519978238,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,failed
050-lib0-t8-k256-r1c1-u2-b-,ok,ok,0,8,256,1,1,2,-,20937255,21003717,48.753,32768000000,4659874008,9555320133,290535216,779064,100929558,2287424,4670098501,9531005145,7152299,4205716272,1515128492,4662635450,9535887865,26978350,1285278390,44969451,9790183,4657858048,9528874266,1325196494,219624442,4674690703,9528054774,212775050,6890346,4649975681,9527155305,248026,6573979,248104,283952191,156213273,23698851,4655121683,9526580953,4666757644,480505787,2041560790,956688149,543258568,9512645816,4650953403,9509726205,1539422228,10174373854,10174930014,10156517853,4663580703,9533291678,4664015933,4309464356,4666928603,207448639,39593695,46012395,9524570425,4634578474,9519995230,779064,290535216,2287424,100929558,4659874008,9555320133,4655512139,798885,1781447593,29617,21187,9552206618,4628508532,9520898613,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,ok,failed
